,Date,Open,Close,Diference,Tendencia
39,2019-04-23 15:00,5585.12,5593.29,0.146,sin_tendencia
40,2019-04-23 16:00,5592.49,5576.55,-0.286,sin_tendencia
41,2019-04-23 17:00,5576.49,5583.22,0.121,sin_tendencia
42,2019-04-23 18:00,5583.64,5593.9,0.183,sin_tendencia
43,2019-04-23 19:00,5593.89,5615.25,0.38,sin_tendencia
44,2019-04-23 20:00,5615.2,5596.47,-0.335,sin_tendencia
45,2019-04-23 21:00,5596.85,5587.82,-0.162,sin_tendencia
46,2019-04-23 22:00,5588.39,5578.42,-0.179,sin_tendencia
47,2019-04-23 23:00,5578.8,5563.15,-0.281,sin_tendencia
48,2019-04-24 00:00,5568.16,5539.1,-0.525,tendencia_bajista
49,2019-04-24 01:00,5537.86,5543.99,0.111,sin_tendencia
50,2019-04-24 02:00,5543.85,5555.55,0.211,sin_tendencia
51,2019-04-24 03:00,5556.02,5569.07,0.234,sin_tendencia
52,2019-04-24 04:00,5569.61,5582.97,0.239,sin_tendencia
53,2019-04-24 05:00,5582.06,5603.71,0.386,sin_tendencia
54,2019-04-24 06:00,5603.84,5625.04,0.377,sin_tendencia
55,2019-04-24 07:00,5620.08,5605.52,-0.26,sin_tendencia
56,2019-04-24 08:00,5605.51,5480.21,-2.286,tendencia_bajista
57,2019-04-24 09:00,5480.66,5494.94,0.26,sin_tendencia
58,2019-04-24 10:00,5494.72,5475.39,-0.353,sin_tendencia
59,2019-04-24 11:00,5475.18,5435.37,-0.732,tendencia_bajista
60,2019-04-24 12:00,5434.15,5442.83,0.159,sin_tendencia
61,2019-04-24 13:00,5443.24,5468.23,0.457,sin_tendencia
62,2019-04-24 14:00,5468.33,5453.05,-0.28,sin_tendencia
63,2019-04-24 15:00,5453.04,5475.21,0.405,sin_tendencia
64,2019-04-24 16:00,5475.24,5472.66,-0.047,sin_tendencia
65,2019-04-24 17:00,5473.58,5453.69,-0.365,sin_tendencia
66,2019-04-24 18:00,5450.54,5430.88,-0.362,sin_tendencia
67,2019-04-24 19:00,5431.71,5414.73,-0.314,sin_tendencia
68,2019-04-24 20:00,5415.96,5446.08,0.553,tendencia_alcista
69,2019-04-24 21:00,5445.07,5450.69,0.103,sin_tendencia
70,2019-04-24 22:00,5450.64,5445.35,-0.097,sin_tendencia
71,2019-04-24 23:00,5444.57,5454.01,0.173,sin_tendencia
72,2019-04-25 00:00,5453.95,5454.37,0.008,sin_tendencia
73,2019-04-25 01:00,5453.16,5465.7,0.229,sin_tendencia
74,2019-04-25 02:00,5464.82,5465.6,0.014,sin_tendencia
75,2019-04-25 03:00,5465.9,5439.42,-0.487,sin_tendencia
76,2019-04-25 04:00,5440.09,5446.89,0.125,sin_tendencia
77,2019-04-25 05:00,5447.29,5435.79,-0.212,sin_tendencia
78,2019-04-25 06:00,5435.56,5435.78,0.004,sin_tendencia
79,2019-04-25 07:00,5435.75,5414.57,-0.391,sin_tendencia
80,2019-04-25 08:00,5413.85,5435.48,0.398,sin_tendencia
81,2019-04-25 09:00,5435.33,5432.09,-0.06,sin_tendencia
82,2019-04-25 10:00,5432.04,5428.5,-0.065,sin_tendencia
83,2019-04-25 11:00,5429.6,5468.33,0.708,tendencia_alcista
84,2019-04-25 12:00,5468.39,5475.96,0.138,sin_tendencia
85,2019-04-25 13:00,5477.24,5466.75,-0.192,sin_tendencia
86,2019-04-25 14:00,5466.42,5466.6,0.003,sin_tendencia
87,2019-04-25 15:00,5466.88,5459.71,-0.131,sin_tendencia
88,2019-04-25 16:00,5459.92,5467.73,0.143,sin_tendencia
89,2019-04-25 17:00,5467.91,5489.47,0.393,sin_tendencia
90,2019-04-25 18:00,5489.52,5503.51,0.254,sin_tendencia
91,2019-04-25 19:00,5503.42,5510.02,0.12,sin_tendencia
92,2019-04-25 20:00,5510.48,5496.5,-0.254,sin_tendencia
93,2019-04-25 21:00,5497.01,5506.57,0.174,sin_tendencia
94,2019-04-25 22:00,5506.84,5406.3,-1.86,tendencia_bajista
95,2019-04-25 23:00,5401.58,5144.48,-4.998,tendencia_bajista
96,2019-04-26 00:00,5152.06,5162.74,0.207,sin_tendencia
97,2019-04-26 01:00,5158.35,5169.49,0.215,sin_tendencia
98,2019-04-26 02:00,5170.15,5195.57,0.489,sin_tendencia
99,2019-04-26 03:00,5195.31,5290.44,1.798,tendencia_alcista
100,2019-04-26 04:00,5292.76,5274.31,-0.35,sin_tendencia
101,2019-04-26 05:00,5274.38,5254.44,-0.379,sin_tendencia
102,2019-04-26 06:00,5254.14,5263.17,0.172,sin_tendencia
103,2019-04-26 07:00,5263.9,5243.67,-0.386,sin_tendencia
104,2019-04-26 08:00,5243.63,5236.13,-0.143,sin_tendencia
105,2019-04-26 09:00,5239.08,5257.31,0.347,sin_tendencia
106,2019-04-26 10:00,5257.3,5243.23,-0.268,sin_tendencia
107,2019-04-26 11:00,5243.5,5239.39,-0.078,sin_tendencia
108,2019-04-26 12:00,5239.94,5235.86,-0.078,sin_tendencia
109,2019-04-26 13:00,5236.32,5261.22,0.473,sin_tendencia
110,2019-04-26 14:00,5260.04,5246.43,-0.259,sin_tendencia
111,2019-04-26 15:00,5247.09,5251.13,0.077,sin_tendencia
112,2019-04-26 16:00,5250.61,5221.19,-0.563,tendencia_bajista
113,2019-04-26 17:00,5223.99,5195.11,-0.556,tendencia_bajista
114,2019-04-26 18:00,5195.56,5195.06,-0.01,sin_tendencia
115,2019-04-26 19:00,5194.24,5168.93,-0.49,sin_tendencia
116,2019-04-26 20:00,5168.61,5181.54,0.25,sin_tendencia
117,2019-04-26 21:00,5181.9,5194.27,0.238,sin_tendencia
118,2019-04-26 22:00,5192.97,5213.56,0.395,sin_tendencia
119,2019-04-26 23:00,5211.66,5238.87,0.519,tendencia_alcista
120,2019-04-27 00:00,5236.7,5238.0,0.025,sin_tendencia
121,2019-04-27 01:00,5237.81,5230.77,-0.135,sin_tendencia
122,2019-04-27 02:00,5230.58,5226.08,-0.086,sin_tendencia
123,2019-04-27 03:00,5225.58,5221.08,-0.086,sin_tendencia
124,2019-04-27 04:00,5221.5,5218.11,-0.065,sin_tendencia
125,2019-04-27 05:00,5217.31,5207.28,-0.193,sin_tendencia
126,2019-04-27 06:00,5204.48,5220.84,0.313,sin_tendencia
127,2019-04-27 07:00,5221.42,5235.3,0.265,sin_tendencia
128,2019-04-27 08:00,5232.36,5237.85,0.105,sin_tendencia
129,2019-04-27 09:00,5236.13,5225.66,-0.2,sin_tendencia
130,2019-04-27 10:00,5225.51,5210.89,-0.281,sin_tendencia
131,2019-04-27 11:00,5210.14,5220.49,0.198,sin_tendencia
132,2019-04-27 12:00,5217.53,5219.75,0.043,sin_tendencia
133,2019-04-27 13:00,5215.58,5208.43,-0.137,sin_tendencia
134,2019-04-27 14:00,5210.11,5216.12,0.115,sin_tendencia
135,2019-04-27 15:00,5216.12,5225.52,0.18,sin_tendencia
136,2019-04-27 16:00,5226.84,5216.08,-0.206,sin_tendencia
137,2019-04-27 17:00,5216.0,5228.32,0.236,sin_tendencia
138,2019-04-27 18:00,5226.02,5241.94,0.304,sin_tendencia
139,2019-04-27 19:00,5242.16,5237.08,-0.097,sin_tendencia
140,2019-04-27 20:00,5239.0,5269.6,0.581,tendencia_alcista
141,2019-04-27 21:00,5268.62,5266.87,-0.033,sin_tendencia
142,2019-04-27 22:00,5267.29,5267.94,0.012,sin_tendencia
143,2019-04-27 23:00,5265.03,5260.11,-0.094,sin_tendencia
144,2019-04-28 00:00,5262.91,5233.47,-0.563,tendencia_bajista
145,2019-04-28 01:00,5233.0,5254.07,0.401,sin_tendencia
146,2019-04-28 02:00,5253.81,5249.44,-0.083,sin_tendencia
147,2019-04-28 03:00,5249.44,5234.68,-0.282,sin_tendencia
148,2019-04-28 04:00,5236.52,5245.5,0.171,sin_tendencia
149,2019-04-28 05:00,5247.87,5246.64,-0.023,sin_tendencia
150,2019-04-28 06:00,5246.33,5248.57,0.043,sin_tendencia
151,2019-04-28 07:00,5248.44,5256.87,0.16,sin_tendencia
152,2019-04-28 08:00,5257.73,5268.94,0.213,sin_tendencia
153,2019-04-28 09:00,5268.31,5269.97,0.031,sin_tendencia
154,2019-04-28 10:00,5263.09,5258.39,-0.089,sin_tendencia
155,2019-04-28 11:00,5254.75,5288.47,0.638,tendencia_alcista
156,2019-04-28 12:00,5290.4,5309.85,0.366,sin_tendencia
157,2019-04-28 13:00,5311.98,5296.97,-0.283,sin_tendencia
158,2019-04-28 14:00,5298.17,5265.27,-0.625,tendencia_bajista
159,2019-04-28 15:00,5266.25,5272.03,0.11,sin_tendencia
160,2019-04-28 16:00,5274.93,5309.57,0.652,tendencia_alcista
161,2019-04-28 17:00,5310.35,5298.92,-0.216,sin_tendencia
162,2019-04-28 18:00,5299.85,5292.38,-0.141,sin_tendencia
163,2019-04-28 19:00,5292.04,5285.34,-0.127,sin_tendencia
164,2019-04-28 20:00,5284.88,5260.77,-0.458,sin_tendencia
165,2019-04-28 21:00,5260.91,5255.44,-0.104,sin_tendencia
166,2019-04-28 22:00,5254.66,5257.42,0.052,sin_tendencia
167,2019-04-28 23:00,5257.5,5271.54,0.266,sin_tendencia
168,2019-04-29 00:00,5272.21,5272.45,0.005,sin_tendencia
169,2019-04-29 01:00,5272.0,5282.46,0.198,sin_tendencia
170,2019-04-29 02:00,5282.68,5287.28,0.087,sin_tendencia
171,2019-04-29 03:00,5287.49,5291.3,0.072,sin_tendencia
172,2019-04-29 04:00,5292.52,5289.6,-0.055,sin_tendencia
173,2019-04-29 05:00,5292.03,5297.67,0.106,sin_tendencia
174,2019-04-29 06:00,5297.06,5292.12,-0.093,sin_tendencia
175,2019-04-29 07:00,5292.97,5293.31,0.006,sin_tendencia
176,2019-04-29 08:00,5290.79,5279.39,-0.216,sin_tendencia
177,2019-04-29 09:00,5279.96,5285.43,0.103,sin_tendencia
178,2019-04-29 10:00,5286.26,5272.44,-0.262,sin_tendencia
179,2019-04-29 11:00,5263.83,5243.97,-0.379,sin_tendencia
180,2019-04-29 12:00,5240.05,5245.27,0.1,sin_tendencia
181,2019-04-29 13:00,5243.61,5213.45,-0.579,tendencia_bajista
182,2019-04-29 14:00,5212.39,5212.08,-0.006,sin_tendencia
183,2019-04-29 15:00,5212.53,5228.89,0.313,sin_tendencia
184,2019-04-29 16:00,5223.29,5207.82,-0.297,sin_tendencia
185,2019-04-29 17:00,5206.74,5227.21,0.392,sin_tendencia
186,2019-04-29 18:00,5228.31,5223.04,-0.101,sin_tendencia
187,2019-04-29 19:00,5220.6,5227.87,0.139,sin_tendencia
188,2019-04-29 20:00,5228.4,5231.36,0.057,sin_tendencia
189,2019-04-29 21:00,5230.3,5214.79,-0.297,sin_tendencia
190,2019-04-29 22:00,5215.06,5212.19,-0.055,sin_tendencia
191,2019-04-29 23:00,5212.68,5206.08,-0.127,sin_tendencia
192,2019-04-30 00:00,5204.36,5237.68,0.636,tendencia_alcista
193,2019-04-30 01:00,5238.48,5239.34,0.016,sin_tendencia
194,2019-04-30 02:00,5240.05,5251.73,0.222,sin_tendencia
195,2019-04-30 03:00,5252.45,5252.69,0.005,sin_tendencia
196,2019-04-30 04:00,5254.52,5240.91,-0.26,sin_tendencia
197,2019-04-30 05:00,5242.37,5226.73,-0.299,sin_tendencia
198,2019-04-30 06:00,5227.01,5230.38,0.064,sin_tendencia
199,2019-04-30 07:00,5230.46,5238.04,0.145,sin_tendencia
200,2019-04-30 08:00,5238.02,5242.07,0.077,sin_tendencia
201,2019-04-30 09:00,5242.81,5253.85,0.21,sin_tendencia
202,2019-04-30 10:00,5251.0,5240.32,-0.204,sin_tendencia
203,2019-04-30 11:00,5241.88,5272.75,0.585,tendencia_alcista
204,2019-04-30 12:00,5273.72,5297.22,0.444,sin_tendencia
205,2019-04-30 13:00,5298.38,5299.78,0.026,sin_tendencia
206,2019-04-30 14:00,5298.03,5345.81,0.894,tendencia_alcista
207,2019-04-30 15:00,5345.41,5350.73,0.099,sin_tendencia
208,2019-04-30 16:00,5353.44,5355.29,0.035,sin_tendencia
209,2019-04-30 17:00,5355.05,5342.67,-0.232,sin_tendencia
210,2019-04-30 18:00,5343.09,5329.78,-0.25,sin_tendencia
211,2019-04-30 19:00,5330.37,5343.59,0.247,sin_tendencia
212,2019-04-30 20:00,5343.31,5332.73,-0.198,sin_tendencia
213,2019-04-30 21:00,5332.91,5331.71,-0.023,sin_tendencia
214,2019-04-30 22:00,5332.38,5348.09,0.294,sin_tendencia
215,2019-04-30 23:00,5348.11,5364.87,0.312,sin_tendencia
216,2019-05-01 00:00,5365.32,5351.46,-0.259,sin_tendencia
217,2019-05-01 01:00,5351.2,5375.04,0.444,sin_tendencia
218,2019-05-01 02:00,5374.95,5378.14,0.059,sin_tendencia
219,2019-05-01 03:00,5378.8,5393.28,0.268,sin_tendencia
220,2019-05-01 04:00,5392.63,5387.45,-0.096,sin_tendencia
221,2019-05-01 05:00,5387.45,5386.12,-0.025,sin_tendencia
222,2019-05-01 06:00,5386.98,5392.44,0.101,sin_tendencia
223,2019-05-01 07:00,5392.76,5393.9,0.021,sin_tendencia
224,2019-05-01 08:00,5394.17,5388.71,-0.101,sin_tendencia
225,2019-05-01 09:00,5389.12,5373.54,-0.29,sin_tendencia
226,2019-05-01 10:00,5371.76,5380.17,0.156,sin_tendencia
227,2019-05-01 11:00,5380.14,5381.84,0.032,sin_tendencia
228,2019-05-01 12:00,5382.95,5391.87,0.165,sin_tendencia
229,2019-05-01 13:00,5391.85,5382.1,-0.181,sin_tendencia
230,2019-05-01 14:00,5371.76,5364.13,-0.142,sin_tendencia
231,2019-05-01 15:00,5366.49,5361.64,-0.09,sin_tendencia
232,2019-05-01 16:00,5361.75,5367.96,0.116,sin_tendencia
233,2019-05-01 17:00,5367.59,5365.95,-0.031,sin_tendencia
234,2019-05-01 18:00,5367.45,5413.27,0.846,tendencia_alcista
235,2019-05-01 19:00,5414.64,5376.15,-0.716,tendencia_bajista
236,2019-05-01 20:00,5377.47,5371.87,-0.104,sin_tendencia
237,2019-05-01 21:00,5371.5,5376.87,0.1,sin_tendencia
238,2019-05-01 22:00,5378.32,5371.05,-0.135,sin_tendencia
239,2019-05-01 23:00,5371.33,5372.13,0.015,sin_tendencia
240,2019-05-02 00:00,5372.64,5388.98,0.303,sin_tendencia
241,2019-05-02 01:00,5388.98,5392.76,0.07,sin_tendencia
242,2019-05-02 02:00,5398.55,5391.52,-0.13,sin_tendencia
243,2019-05-02 03:00,5390.52,5404.49,0.258,sin_tendencia
244,2019-05-02 04:00,5403.15,5416.42,0.245,sin_tendencia
245,2019-05-02 05:00,5415.96,5406.7,-0.171,sin_tendencia
246,2019-05-02 06:00,5405.94,5409.56,0.067,sin_tendencia
247,2019-05-02 07:00,5408.68,5407.72,-0.018,sin_tendencia
248,2019-05-02 08:00,5406.86,5436.5,0.545,tendencia_alcista
249,2019-05-02 09:00,5436.32,5469.92,0.614,tendencia_alcista
250,2019-05-02 10:00,5470.93,5456.43,-0.266,sin_tendencia
251,2019-05-02 11:00,5457.77,5463.0,0.096,sin_tendencia
252,2019-05-02 12:00,5463.21,5468.95,0.105,sin_tendencia
253,2019-05-02 13:00,5468.47,5487.4,0.345,sin_tendencia
254,2019-05-02 14:00,5489.47,5487.03,-0.044,sin_tendencia
255,2019-05-02 15:00,5489.5,5494.21,0.086,sin_tendencia
256,2019-05-02 16:00,5496.37,5518.56,0.402,sin_tendencia
257,2019-05-02 17:00,5518.52,5483.11,-0.646,tendencia_bajista
258,2019-05-02 18:00,5484.88,5499.38,0.264,sin_tendencia
259,2019-05-02 19:00,5503.92,5496.54,-0.134,sin_tendencia
260,2019-05-02 20:00,5500.66,5509.0,0.151,sin_tendencia
261,2019-05-02 21:00,5510.06,5515.15,0.092,sin_tendencia
262,2019-05-02 22:00,5517.73,5506.9,-0.197,sin_tendencia
263,2019-05-02 23:00,5509.55,5508.53,-0.019,sin_tendencia
264,2019-05-03 00:00,5508.27,5500.71,-0.137,sin_tendencia
265,2019-05-03 01:00,5504.82,5544.07,0.708,tendencia_alcista
266,2019-05-03 02:00,5539.77,5553.61,0.249,sin_tendencia
267,2019-05-03 03:00,5552.35,5591.0,0.691,tendencia_alcista
268,2019-05-03 04:00,5586.78,5587.58,0.014,sin_tendencia
269,2019-05-03 05:00,5587.6,5601.43,0.247,sin_tendencia
270,2019-05-03 06:00,5601.76,5601.22,-0.01,sin_tendencia
271,2019-05-03 07:00,5601.51,5621.58,0.357,sin_tendencia
272,2019-05-03 08:00,5623.05,5682.73,1.05,tendencia_alcista
273,2019-05-03 09:00,5684.39,5774.07,1.553,tendencia_alcista
274,2019-05-03 10:00,5776.36,5875.98,1.695,tendencia_alcista
275,2019-05-03 11:00,5878.0,5774.4,-1.794,tendencia_bajista
276,2019-05-03 12:00,5775.73,5786.69,0.189,sin_tendencia
277,2019-05-03 13:00,5786.7,5801.89,0.262,sin_tendencia
278,2019-05-03 14:00,5800.85,5832.6,0.544,tendencia_alcista
279,2019-05-03 15:00,5832.67,5816.6,-0.276,sin_tendencia
280,2019-05-03 16:00,5818.9,5806.83,-0.208,sin_tendencia
281,2019-05-03 17:00,5806.64,5786.65,-0.345,sin_tendencia
282,2019-05-03 18:00,5786.7,5760.0,-0.464,sin_tendencia
283,2019-05-03 19:00,5761.0,5786.28,0.437,sin_tendencia
284,2019-05-03 20:00,5785.9,5772.71,-0.228,sin_tendencia
285,2019-05-03 21:00,5773.89,5787.53,0.236,sin_tendencia
286,2019-05-03 22:00,5788.18,5792.35,0.072,sin_tendencia
287,2019-05-03 23:00,5792.43,5768.36,-0.417,sin_tendencia
288,2019-05-04 00:00,5769.2,5749.92,-0.335,sin_tendencia
289,2019-05-04 01:00,5750.79,5825.36,1.28,tendencia_alcista
290,2019-05-04 02:00,5823.35,5878.5,0.938,tendencia_alcista
291,2019-05-04 03:00,5872.9,5844.48,-0.486,sin_tendencia
292,2019-05-04 04:00,5845.39,5820.7,-0.424,sin_tendencia
293,2019-05-04 05:00,5823.91,5786.13,-0.653,tendencia_bajista
294,2019-05-04 06:00,5785.56,5783.53,-0.035,sin_tendencia
295,2019-05-04 07:00,5782.33,5806.72,0.42,sin_tendencia
296,2019-05-04 08:00,5805.58,5823.98,0.316,sin_tendencia
297,2019-05-04 09:00,5822.91,5807.84,-0.259,sin_tendencia
298,2019-05-04 10:00,5802.41,5789.34,-0.226,sin_tendencia
299,2019-05-04 11:00,5789.12,5790.12,0.017,sin_tendencia
300,2019-05-04 12:00,5791.15,5802.03,0.188,sin_tendencia
301,2019-05-04 13:00,5802.2,5773.52,-0.497,sin_tendencia
302,2019-05-04 14:00,5775.17,5643.44,-2.334,tendencia_bajista
303,2019-05-04 15:00,5640.46,5649.68,0.163,sin_tendencia
304,2019-05-04 16:00,5651.85,5631.03,-0.37,sin_tendencia
305,2019-05-04 17:00,5628.55,5651.52,0.406,sin_tendencia
306,2019-05-04 18:00,5651.07,5664.43,0.236,sin_tendencia
307,2019-05-04 19:00,5664.43,5662.69,-0.031,sin_tendencia
308,2019-05-04 20:00,5662.78,5679.66,0.297,sin_tendencia
309,2019-05-04 21:00,5680.96,5757.76,1.334,tendencia_alcista
310,2019-05-04 22:00,5755.76,5849.71,1.606,tendencia_alcista
311,2019-05-04 23:00,5851.04,5875.56,0.417,sin_tendencia
312,2019-05-05 00:00,5887.26,5839.96,-0.81,tendencia_bajista
313,2019-05-05 01:00,5840.03,5825.85,-0.243,sin_tendencia
314,2019-05-05 02:00,5826.26,5805.84,-0.352,sin_tendencia
315,2019-05-05 03:00,5805.17,5815.73,0.182,sin_tendencia
316,2019-05-05 04:00,5813.78,5829.02,0.261,sin_tendencia
317,2019-05-05 05:00,5829.33,5796.27,-0.57,tendencia_bajista
318,2019-05-05 06:00,5797.1,5821.82,0.425,sin_tendencia
319,2019-05-05 07:00,5821.8,5812.77,-0.155,sin_tendencia
320,2019-05-05 08:00,5812.31,5775.57,-0.636,tendencia_bajista
321,2019-05-05 09:00,5774.47,5791.06,0.286,sin_tendencia
322,2019-05-05 10:00,5790.6,5775.37,-0.264,sin_tendencia
323,2019-05-05 11:00,5775.75,5807.5,0.547,tendencia_alcista
324,2019-05-05 12:00,5808.38,5781.91,-0.458,sin_tendencia
325,2019-05-05 13:00,5780.95,5805.57,0.424,sin_tendencia
326,2019-05-05 14:00,5806.32,5806.22,-0.002,sin_tendencia
327,2019-05-05 15:00,5803.32,5791.41,-0.206,sin_tendencia
328,2019-05-05 16:00,5792.22,5782.06,-0.176,sin_tendencia
329,2019-05-05 17:00,5781.71,5773.9,-0.135,sin_tendencia
330,2019-05-05 18:00,5774.82,5750.42,-0.424,sin_tendencia
331,2019-05-05 19:00,5749.04,5788.04,0.674,tendencia_alcista
332,2019-05-05 20:00,5788.87,5772.1,-0.291,sin_tendencia
333,2019-05-05 21:00,5773.13,5833.95,1.043,tendencia_alcista
334,2019-05-05 22:00,5834.04,5825.21,-0.152,sin_tendencia
335,2019-05-05 23:00,5827.22,5790.2,-0.639,tendencia_bajista
336,2019-05-06 00:00,5788.6,5796.95,0.144,sin_tendencia
337,2019-05-06 01:00,5796.91,5754.55,-0.736,tendencia_bajista
338,2019-05-06 02:00,5751.94,5696.76,-0.969,tendencia_bajista
339,2019-05-06 03:00,5695.71,5698.24,0.044,sin_tendencia
340,2019-05-06 04:00,5697.8,5704.65,0.12,sin_tendencia
341,2019-05-06 05:00,5706.47,5738.87,0.565,tendencia_alcista
342,2019-05-06 06:00,5736.81,5727.09,-0.17,sin_tendencia
343,2019-05-06 07:00,5725.49,5699.82,-0.45,sin_tendencia
344,2019-05-06 08:00,5699.62,5664.09,-0.627,tendencia_bajista
345,2019-05-06 09:00,5661.16,5674.05,0.227,sin_tendencia
346,2019-05-06 10:00,5673.96,5705.16,0.547,tendencia_alcista
347,2019-05-06 11:00,5706.26,5696.8,-0.166,sin_tendencia
348,2019-05-06 12:00,5696.93,5721.05,0.422,sin_tendencia
349,2019-05-06 13:00,5720.66,5701.57,-0.335,sin_tendencia
350,2019-05-06 14:00,5701.67,5722.62,0.366,sin_tendencia
351,2019-05-06 15:00,5722.55,5737.86,0.267,sin_tendencia
352,2019-05-06 16:00,5734.61,5736.39,0.031,sin_tendencia
353,2019-05-06 17:00,5735.64,5775.67,0.693,tendencia_alcista
354,2019-05-06 18:00,5776.2,5772.94,-0.056,sin_tendencia
355,2019-05-06 19:00,5772.81,5814.09,0.71,tendencia_alcista
356,2019-05-06 20:00,5813.99,5805.59,-0.145,sin_tendencia
357,2019-05-06 21:00,5805.68,5761.65,-0.764,tendencia_bajista
358,2019-05-06 22:00,5762.03,5758.74,-0.057,sin_tendencia
359,2019-05-06 23:00,5758.96,5771.53,0.218,sin_tendencia
360,2019-05-07 00:00,5772.26,5751.96,-0.353,sin_tendencia
361,2019-05-07 01:00,5751.91,5815.59,1.095,tendencia_alcista
362,2019-05-07 02:00,5816.67,5821.87,0.089,sin_tendencia
363,2019-05-07 03:00,5821.53,5976.87,2.599,tendencia_alcista
364,2019-05-07 04:00,5986.72,5957.34,-0.493,sin_tendencia
365,2019-05-07 05:00,5956.05,5953.38,-0.045,sin_tendencia
366,2019-05-07 06:00,5953.02,5954.17,0.019,sin_tendencia
367,2019-05-07 07:00,5954.46,5959.24,0.08,sin_tendencia
368,2019-05-07 08:00,5957.99,5949.16,-0.148,sin_tendencia
369,2019-05-07 09:00,5949.21,5939.19,-0.169,sin_tendencia
370,2019-05-07 10:00,5940.16,5978.1,0.635,tendencia_alcista
371,2019-05-07 11:00,5979.37,5964.65,-0.247,sin_tendencia
372,2019-05-07 12:00,5963.36,5956.31,-0.118,sin_tendencia
373,2019-05-07 13:00,5954.97,5974.65,0.329,sin_tendencia
374,2019-05-07 14:00,5974.35,6014.25,0.663,tendencia_alcista
375,2019-05-07 15:00,6015.79,5901.69,-1.933,tendencia_bajista
376,2019-05-07 16:00,5904.38,5931.24,0.453,sin_tendencia
377,2019-05-07 17:00,5935.04,5958.73,0.398,sin_tendencia
378,2019-05-07 18:00,5963.24,5959.36,-0.065,sin_tendencia
379,2019-05-07 19:00,5959.17,5946.33,-0.216,sin_tendencia
380,2019-05-07 20:00,5947.19,5918.16,-0.491,sin_tendencia
381,2019-05-07 21:00,5918.93,5921.64,0.046,sin_tendencia
382,2019-05-07 22:00,5919.34,5953.84,0.579,tendencia_alcista
383,2019-05-07 23:00,5953.75,5957.37,0.061,sin_tendencia
384,2019-05-08 00:00,5959.06,5820.91,-2.373,tendencia_bajista
385,2019-05-08 01:00,5820.84,5839.35,0.317,sin_tendencia
386,2019-05-08 02:00,5838.43,5857.69,0.329,sin_tendencia
387,2019-05-08 03:00,5854.41,5851.66,-0.047,sin_tendencia
388,2019-05-08 04:00,5852.34,5843.98,-0.143,sin_tendencia
389,2019-05-08 05:00,5845.1,5871.29,0.446,sin_tendencia
390,2019-05-08 06:00,5872.57,5862.02,-0.18,sin_tendencia
