Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-04-23,5524.759765625,5562.509765625,5519.02001953125,5548.080078125,12401816,0,0
2019-04-23,5546.81982421875,5560.4599609375,5524.02001953125,5549.490234375,13302624,0,0
2019-04-23,5549.77001953125,5566.60009765625,5543.77001953125,5553.31005859375,10588016,0,0
2019-04-23,5553.5,5593.330078125,5553.47998046875,5558.41015625,12571104,0,0
2019-04-23,5558.43017578125,5558.43017578125,5527.93994140625,5549.6298828125,9422112,0,0
2019-04-23,5550.18994140625,5568.81982421875,5548.2998046875,5563.7001953125,8207520,0,0
2019-04-23,5563.7099609375,5571.419921875,5552.66015625,5568.7001953125,7054368,0,0
2019-04-23,5567.3798828125,5592.5,5564.3701171875,5581.58984375,8971904,0,0
2019-04-23,5580.02001953125,5603.27001953125,5570.43017578125,5585.240234375,12222624,0,0
2019-04-23,5585.1201171875,5602.81005859375,5578.830078125,5593.2900390625,14826656,0,0
2019-04-23,5592.490234375,5594.7001953125,5557.64990234375,5576.5498046875,17851040,0,0
2019-04-23,5576.490234375,5584.43994140625,5561.89990234375,5583.22021484375,9215488,0,0
2019-04-23,5583.64013671875,5622.27001953125,5582.5400390625,5593.89990234375,19825920,0,0
2019-04-23,5593.89013671875,5619.009765625,5593.89013671875,5615.25,11214944,0,0
2019-04-23,5615.2001953125,5615.990234375,5581.35009765625,5596.47021484375,10392640,0,0
2019-04-23,5596.85009765625,5599.0400390625,5564.27001953125,5587.81982421875,12193024,0,0
2019-04-23,5588.39013671875,5593.64990234375,5578.419921875,5578.419921875,5413472,0,0
2019-04-23,5578.7998046875,5578.89990234375,5521.830078125,5563.14990234375,37539840,0,0
2019-04-24,5568.16015625,5571.97998046875,5538.759765625,5539.10009765625,12559488,0,0
2019-04-24,5537.85986328125,5567.7900390625,5537.7998046875,5543.990234375,0,0,0
2019-04-24,5543.85009765625,5588.41015625,5499.47998046875,5555.5498046875,42143978,0,0
2019-04-24,5556.02001953125,5570.509765625,5547.7900390625,5569.06982421875,8948812,0,0
2019-04-24,5569.60986328125,5590.14013671875,5569.60986328125,5582.97021484375,7491728,0,0
2019-04-24,5582.06005859375,5621.009765625,5576.35009765625,5603.7099609375,13292296,0,0
2019-04-24,5603.83984375,5625.0400390625,5588.759765625,5625.0400390625,13238968,0,0
2019-04-24,5620.080078125,5632.06005859375,5598.22998046875,5605.52001953125,12560088,0,0
2019-04-24,5605.509765625,5610.91015625,5444.27001953125,5480.2099609375,46367352,0,0
2019-04-24,5480.66015625,5498.27001953125,5449.18017578125,5494.93994140625,23975456,0,0
2019-04-24,5494.72021484375,5500.89013671875,5473.7099609375,5475.39013671875,13160272,0,0
2019-04-24,5475.18017578125,5488.60986328125,5424.7001953125,5435.3701171875,16520496,0,0
2019-04-24,5434.14990234375,5457.7900390625,5402.68994140625,5442.830078125,13639232,0,0
2019-04-24,5443.240234375,5475.18994140625,5442.66015625,5468.22998046875,9876656,0,0
2019-04-24,5468.330078125,5483.8798828125,5453.0498046875,5453.0498046875,11030992,0,0
2019-04-24,5453.0400390625,5477.85986328125,5447.7900390625,5475.2099609375,10633872,0,0
2019-04-24,5475.240234375,5488.47998046875,5469.419921875,5472.66015625,8962544,0,0
2019-04-24,5473.580078125,5481.830078125,5437.64013671875,5453.68994140625,11318560,0,0
2019-04-24,5450.5400390625,5462.68994140625,5427.419921875,5430.8798828125,10904992,0,0
2019-04-24,5431.7099609375,5442.10009765625,5391.35986328125,5414.72998046875,19147104,0,0
2019-04-24,5415.9599609375,5452.1298828125,5415.9599609375,5446.080078125,9512352,0,0
2019-04-24,5445.06982421875,5459.240234375,5443.080078125,5450.68994140625,7767104,0,0
2019-04-24,5450.64013671875,5456.89013671875,5430.990234375,5445.35009765625,6141504,0,0
2019-04-24,5444.56982421875,5454.330078125,5443.35009765625,5454.009765625,4290624,0,0
2019-04-25,5453.9501953125,5457.8798828125,5432.35009765625,5454.3701171875,5966432,0,0
2019-04-25,5453.16015625,5471.06005859375,5449.740234375,5465.7001953125,0,0,0
2019-04-25,5464.81982421875,5466.81005859375,5457.33984375,5465.60009765625,2908530,0,0
2019-04-25,5465.89990234375,5466.83984375,5437.3701171875,5439.419921875,4773388,0,0
2019-04-25,5440.08984375,5447.759765625,5426.16015625,5446.89013671875,4753482,0,0
2019-04-25,5447.2900390625,5456.56005859375,5433.81982421875,5435.7900390625,3235920,0,0
2019-04-25,5435.56005859375,5440.2001953125,5420.81005859375,5435.77978515625,5558488,0,0
2019-04-25,5435.75,5435.75,5405.02978515625,5414.56982421875,10437854,0,0
2019-04-25,5413.85009765625,5438.02001953125,5403.669921875,5435.47998046875,5980212,0,0
2019-04-25,5435.330078125,5437.14013671875,5423.47021484375,5432.08984375,5411836,0,0
2019-04-25,5432.0400390625,5434.02978515625,5386.97021484375,5428.5,13718804,0,0
2019-04-25,5429.60009765625,5469.02001953125,5429.60009765625,5468.330078125,14327284,0,0
2019-04-25,5468.39013671875,5476.580078125,5444.2998046875,5475.9599609375,8478352,0,0
2019-04-25,5477.240234375,5478.56982421875,5460.41015625,5466.75,6929896,0,0
2019-04-25,5466.419921875,5467.47021484375,5456.830078125,5466.60009765625,5705176,0,0
2019-04-25,5466.8798828125,5469.0400390625,5449.72021484375,5459.7099609375,7225080,0,0
2019-04-25,5459.919921875,5476.080078125,5459.18994140625,5467.72998046875,11447904,0,0
2019-04-25,5467.91015625,5490.4599609375,5283.43994140625,5489.47021484375,19731712,0,0
2019-04-25,5489.52001953125,5506.419921875,5489.4599609375,5503.509765625,10506192,0,0
2019-04-25,5503.419921875,5512.1298828125,5503.419921875,5510.02001953125,6649504,0,0
2019-04-25,5510.47998046875,5521.35009765625,5492.68017578125,5496.5,10728976,0,0
2019-04-25,5497.009765625,5508.81982421875,5491.16015625,5506.56982421875,6391440,0,0
2019-04-25,5506.83984375,5510.47021484375,5404.27001953125,5406.2998046875,20714160,0,0
2019-04-25,5401.580078125,5401.580078125,5036.2998046875,5144.47998046875,150196768,0,0
2019-04-26,5152.06005859375,5179.990234375,5120.1298828125,5162.740234375,33961920,0,0
2019-04-26,5158.35009765625,5172.66015625,5105.4599609375,5169.490234375,0,0,0
2019-04-26,5170.14990234375,5215.52001953125,5170.14990234375,5195.56982421875,22862630,0,0
2019-04-26,5195.31005859375,5359.6201171875,5183.5400390625,5290.43994140625,45951308,0,0
2019-04-26,5292.759765625,5302.89990234375,5261.490234375,5274.31005859375,19871120,0,0
2019-04-26,5274.3798828125,5307.169921875,5254.43994140625,5254.43994140625,13327824,0,0
2019-04-26,5254.14013671875,5294.7001953125,5251.5,5263.169921875,21367856,0,0
2019-04-26,5263.89990234375,5272.14990234375,5218.31005859375,5243.669921875,15909392,0,0
2019-04-26,5243.6298828125,5254.02001953125,5224.7099609375,5236.1298828125,11161264,0,0
2019-04-26,5239.080078125,5270.60986328125,5239.080078125,5257.31005859375,9660784,0,0
2019-04-26,5257.2998046875,5260.43017578125,5236.75,5243.22998046875,7559008,0,0
2019-04-26,5243.5,5252.97998046875,5238.68017578125,5239.39013671875,8816960,0,0
2019-04-26,5239.93994140625,5243.56005859375,5208.68017578125,5235.85986328125,12484432,0,0
2019-04-26,5236.31982421875,5265.89013671875,5215.89013671875,5261.22021484375,16870640,0,0
2019-04-26,5260.0400390625,5262.72021484375,5245.990234375,5246.43017578125,12733968,0,0
2019-04-26,5247.08984375,5254.06982421875,5235.580078125,5251.1298828125,10611968,0,0
2019-04-26,5250.60986328125,5252.22021484375,5216.18994140625,5221.18994140625,11566096,0,0
2019-04-26,5223.990234375,5223.990234375,5137.4501953125,5195.10986328125,27868064,0,0
2019-04-26,5195.56005859375,5212.14990234375,5177.81982421875,5195.06005859375,13264384,0,0
2019-04-26,5194.240234375,5211.10009765625,5163.52978515625,5168.93017578125,10187008,0,0
2019-04-26,5168.60986328125,5195.89990234375,5164.080078125,5181.5400390625,9632736,0,0
2019-04-26,5181.89990234375,5216.759765625,5179.990234375,5194.27001953125,10838048,0,0
2019-04-26,5192.97021484375,5215.97021484375,5188.4599609375,5213.56005859375,6050048,0,0
2019-04-26,5211.66015625,5263.81005859375,5211.66015625,5238.8701171875,13137120,0,0
2019-04-27,5236.7001953125,5241.58984375,5219.47021484375,5238.0,0,0,0
2019-04-27,5237.81005859375,5249.52978515625,5229.18994140625,5230.77001953125,4918291,0,0
2019-04-27,5230.580078125,5230.91015625,5218.25,5226.080078125,5531195,0,0
2019-04-27,5225.580078125,5236.1201171875,5221.080078125,5221.080078125,4573574,0,0
2019-04-27,5221.5,5234.56005859375,5218.10986328125,5218.10986328125,5710797,0,0
2019-04-27,5217.31005859375,5217.31005859375,5192.4501953125,5207.27978515625,5523298,0,0
2019-04-27,5204.47998046875,5220.93994140625,5196.22021484375,5220.83984375,4900142,0,0
2019-04-27,5221.419921875,5237.18017578125,5221.419921875,5235.2998046875,5254546,0,0
2019-04-27,5232.35986328125,5238.7998046875,5220.22021484375,5237.85009765625,3787132,0,0
2019-04-27,5236.1298828125,5237.3798828125,5218.080078125,5225.66015625,4497588,0,0
2019-04-27,5225.509765625,5228.66015625,5208.39013671875,5210.89013671875,7332420,0,0
2019-04-27,5210.14013671875,5220.490234375,5208.72021484375,5220.490234375,4685572,0,0
2019-04-27,5217.52978515625,5226.25,5217.18994140625,5219.75,4394800,0,0
2019-04-27,5215.580078125,5217.1298828125,5201.77978515625,5208.43017578125,2846124,0,0
2019-04-27,5210.10986328125,5217.72021484375,5200.02001953125,5216.1201171875,4481852,0,0
2019-04-27,5216.1201171875,5240.77001953125,5215.91015625,5225.52001953125,4564064,0,0
2019-04-27,5226.83984375,5232.58984375,5214.33984375,5216.080078125,4048616,0,0
2019-04-27,5216.0,5233.81982421875,5216.0,5228.31982421875,3235008,0,0
2019-04-27,5226.02001953125,5246.3798828125,5223.2099609375,5241.93994140625,4814632,0,0
2019-04-27,5242.16015625,5244.740234375,5233.5,5237.080078125,3533280,0,0
2019-04-27,5239.0,5276.31982421875,5237.009765625,5269.60009765625,9901384,0,0
2019-04-27,5268.6201171875,5272.60009765625,5253.8701171875,5266.8701171875,3480688,0,0
2019-04-27,5267.2900390625,5281.10009765625,5264.41015625,5267.93994140625,3935528,0,0
2019-04-27,5265.02978515625,5271.509765625,5259.85986328125,5260.10986328125,3341160,0,0
2019-04-28,5262.91015625,5264.31982421875,5229.0400390625,5233.47021484375,5355832,0,0
2019-04-28,5233.0,5254.06982421875,5232.35009765625,5254.06982421875,0,0,0
2019-04-28,5253.81005859375,5255.0498046875,5245.97021484375,5249.43994140625,2855517,0,0
2019-04-28,5249.43994140625,5249.990234375,5218.77001953125,5234.68017578125,6955899,0,0
2019-04-28,5236.52001953125,5248.81005859375,5231.7099609375,5245.5,2645272,0,0
2019-04-28,5247.8701171875,5251.2001953125,5239.0498046875,5246.64013671875,2970560,0,0
2019-04-28,5246.330078125,5249.7900390625,5238.080078125,5248.56982421875,2705638,0,0
2019-04-28,5248.43994140625,5260.8798828125,5237.6201171875,5256.8701171875,5349168,0,0
2019-04-28,5257.72998046875,5270.919921875,5255.669921875,5268.93994140625,3997720,0,0
2019-04-28,5268.31005859375,5279.64013671875,5262.52001953125,5269.97021484375,3565676,0,0
2019-04-28,5263.08984375,5264.72021484375,5250.39013671875,5258.39013671875,5974316,0,0
2019-04-28,5254.75,5290.0,5253.9501953125,5288.47021484375,8956536,0,0
2019-04-28,5290.39990234375,5313.7001953125,5290.39990234375,5309.85009765625,8978388,0,0
2019-04-28,5311.97998046875,5312.240234375,5292.740234375,5296.97021484375,4585844,0,0
2019-04-28,5298.169921875,5304.9501953125,5263.330078125,5265.27001953125,9317912,0,0
2019-04-28,5266.25,5284.02001953125,5262.97021484375,5272.02978515625,7200840,0,0
2019-04-28,5274.93017578125,5311.93994140625,5273.9501953125,5309.56982421875,9850760,0,0
2019-04-28,5310.35009765625,5313.02001953125,5298.919921875,5298.919921875,4567656,0,0
2019-04-28,5299.85009765625,5306.27978515625,5285.81005859375,5292.3798828125,3862800,0,0
2019-04-28,5292.0400390625,5292.919921875,5273.240234375,5285.33984375,5234912,0,0
2019-04-28,5284.8798828125,5290.14013671875,5233.490234375,5260.77001953125,10914744,0,0
2019-04-28,5260.91015625,5277.3798828125,5255.419921875,5255.43994140625,4851408,0,0
2019-04-28,5254.66015625,5260.580078125,5238.64990234375,5257.419921875,6932416,0,0
2019-04-28,5257.5,5275.43994140625,5245.68994140625,5271.5400390625,4040848,0,0
2019-04-29,5272.2099609375,5277.169921875,5259.72998046875,5272.4501953125,3290576,0,0
2019-04-29,5272.0,5283.52978515625,5262.14990234375,5282.4599609375,0,0,0
2019-04-29,5282.68017578125,5287.27978515625,5277.68017578125,5287.27978515625,3472174,0,0
2019-04-29,5287.490234375,5296.9501953125,5284.080078125,5291.2998046875,3698877,0,0
2019-04-29,5292.52001953125,5298.08984375,5286.31005859375,5289.60009765625,3206445,0,0
2019-04-29,5292.02978515625,5298.16015625,5287.47998046875,5297.669921875,5236877,0,0
2019-04-29,5297.06005859375,5297.93994140625,5287.33984375,5292.1201171875,4157388,0,0
2019-04-29,5292.97021484375,5299.10009765625,5290.5498046875,5293.31005859375,3935136,0,0
2019-04-29,5290.7900390625,5294.2099609375,5278.56005859375,5279.39013671875,5405666,0,0
2019-04-29,5279.9599609375,5285.43017578125,5277.22021484375,5285.43017578125,5528650,0,0
2019-04-29,5286.259765625,5286.60986328125,5252.27001953125,5272.43994140625,8524640,0,0
2019-04-29,5263.830078125,5264.64990234375,5224.68994140625,5243.97021484375,8212012,0,0
2019-04-29,5240.0498046875,5248.10986328125,5236.8798828125,5245.27001953125,5214932,0,0
2019-04-29,5243.60986328125,5244.2001953125,5201.31982421875,5213.4501953125,10363508,0,0
2019-04-29,5212.39013671875,5215.7001953125,5173.47998046875,5212.080078125,16510368,0,0
2019-04-29,5212.52978515625,5240.22021484375,5211.93994140625,5228.89013671875,9719896,0,0
2019-04-29,5223.2900390625,5227.490234375,5199.7998046875,5207.81982421875,6626512,0,0
2019-04-29,5206.740234375,5241.080078125,5205.56005859375,5227.2099609375,8588880,0,0
2019-04-29,5228.31005859375,5240.81005859375,5221.1298828125,5223.0400390625,6830888,0,0
2019-04-29,5220.60009765625,5228.169921875,5201.60009765625,5227.8701171875,9234920,0,0
2019-04-29,5228.39990234375,5237.1298828125,5217.08984375,5231.35986328125,5786248,0,0
2019-04-29,5230.2998046875,5230.83984375,5211.669921875,5214.7900390625,10207440,0,0
2019-04-29,5215.06005859375,5223.39990234375,5211.740234375,5212.18994140625,5164384,0,0
2019-04-29,5212.68017578125,5224.0498046875,5189.72998046875,5206.080078125,8809856,0,0
2019-04-30,5204.35986328125,5239.509765625,5204.35986328125,5237.68017578125,8666064,0,0
2019-04-30,5238.47998046875,5250.68994140625,5232.35986328125,5239.33984375,0,0,0
2019-04-30,5240.0498046875,5251.72998046875,5239.06982421875,5251.72998046875,4403753,0,0
2019-04-30,5252.4501953125,5256.080078125,5244.5400390625,5252.68994140625,5484682,0,0
2019-04-30,5254.52001953125,5254.919921875,5236.10009765625,5240.91015625,4754037,0,0
2019-04-30,5242.3701171875,5242.39013671875,5225.169921875,5226.72998046875,2906316,0,0
2019-04-30,5227.009765625,5244.27001953125,5227.009765625,5230.3798828125,3922568,0,0
2019-04-30,5230.4599609375,5241.1201171875,5230.10986328125,5238.0400390625,3065602,0,0
2019-04-30,5238.02001953125,5247.18017578125,5237.14990234375,5242.06982421875,4275834,0,0
2019-04-30,5242.81005859375,5253.85009765625,5241.7998046875,5253.85009765625,4490864,0,0
2019-04-30,5251.0,5251.85009765625,5230.06005859375,5240.31982421875,6433048,0,0
2019-04-30,5241.8798828125,5282.27978515625,5241.83984375,5272.75,10816916,0,0
2019-04-30,5273.72021484375,5297.22021484375,5271.43994140625,5297.22021484375,6056932,0,0
2019-04-30,5298.3798828125,5302.0,5279.669921875,5299.77978515625,9139136,0,0
2019-04-30,5298.02978515625,5360.52001953125,5282.31005859375,5345.81005859375,23077880,0,0
2019-04-30,5345.41015625,5372.22021484375,5339.2998046875,5350.72998046875,14365272,0,0
2019-04-30,5353.43994140625,5358.580078125,5335.06982421875,5355.2900390625,9569512,0,0
2019-04-30,5355.0498046875,5356.10009765625,5332.31982421875,5342.669921875,8696992,0,0
2019-04-30,5343.08984375,5347.990234375,5327.35009765625,5329.77978515625,7277648,0,0
2019-04-30,5330.3701171875,5343.58984375,5329.18017578125,5343.58984375,5212024,0,0
2019-04-30,5343.31005859375,5346.16015625,5332.10009765625,5332.72998046875,5786240,0,0
2019-04-30,5332.91015625,5338.93994140625,5323.9501953125,5331.7099609375,7432208,0,0
2019-04-30,5332.3798828125,5350.97998046875,5330.60986328125,5348.08984375,6443600,0,0
2019-04-30,5348.10986328125,5368.10009765625,5347.56005859375,5364.8701171875,7024496,0,0
2019-05-01,5365.31982421875,5365.33984375,5342.080078125,5351.4599609375,6447152,0,0
2019-05-01,5351.2001953125,5401.64013671875,5346.7001953125,5375.0400390625,0,0,0
2019-05-01,5374.9501953125,5387.35009765625,5374.8798828125,5378.14013671875,4343393,0,0
2019-05-01,5378.7998046875,5405.16015625,5378.4501953125,5393.27978515625,7454574,0,0
2019-05-01,5392.6298828125,5398.39013671875,5378.72021484375,5387.4501953125,5751646,0,0
2019-05-01,5387.4501953125,5394.22998046875,5380.72021484375,5386.1201171875,4846072,0,0
2019-05-01,5386.97998046875,5397.7001953125,5386.2099609375,5392.43994140625,3399160,0,0
2019-05-01,5392.759765625,5393.89990234375,5387.0,5393.89990234375,3907384,0,0
2019-05-01,5394.169921875,5395.47021484375,5388.25,5388.7099609375,2825312,0,0
2019-05-01,5389.1201171875,5389.1201171875,5370.7900390625,5373.5400390625,7777972,0,0
2019-05-01,5371.759765625,5382.0,5370.66015625,5380.169921875,4010812,0,0
2019-05-01,5380.14013671875,5382.240234375,5374.490234375,5381.83984375,3520768,0,0
2019-05-01,5382.9501953125,5395.41015625,5381.9599609375,5391.8701171875,3764076,0,0
2019-05-01,5391.85009765625,5391.85009765625,5364.22998046875,5382.10009765625,8936008,0,0
2019-05-01,5371.759765625,5372.68994140625,5357.2001953125,5364.1298828125,4826184,0,0
2019-05-01,5366.490234375,5375.2900390625,5361.64013671875,5361.64013671875,5450648,0,0
2019-05-01,5361.75,5369.2998046875,5359.5,5367.9599609375,5203352,0,0
2019-05-01,5367.58984375,5372.27001953125,5362.85986328125,5365.9501953125,5940264,0,0
2019-05-01,5367.4501953125,5416.8798828125,5362.4501953125,5413.27001953125,13882592,0,0
2019-05-01,5414.64013671875,5414.75,5369.0,5376.14990234375,13498472,0,0
2019-05-01,5377.47021484375,5378.419921875,5359.10009765625,5371.8701171875,8782808,0,0
2019-05-01,5371.5,5382.10009765625,5371.39990234375,5376.8701171875,4042568,0,0
2019-05-01,5378.31982421875,5381.169921875,5367.240234375,5371.0498046875,4300960,0,0
2019-05-01,5371.330078125,5376.97998046875,5362.89990234375,5372.1298828125,3027120,0,0
2019-05-02,5372.64013671875,5396.419921875,5371.06982421875,5388.97998046875,0,0,0
2019-05-02,5388.97998046875,5399.33984375,5387.39013671875,5392.759765625,5150349,0,0
2019-05-02,5398.5498046875,5423.68994140625,5390.759765625,5391.52001953125,6952340,0,0
2019-05-02,5390.52001953125,5407.52978515625,5390.52001953125,5404.490234375,7340213,0,0
2019-05-02,5403.14990234375,5416.419921875,5400.93017578125,5416.419921875,6099202,0,0
2019-05-02,5415.9599609375,5415.9599609375,5397.490234375,5406.7001953125,5703842,0,0
2019-05-02,5405.93994140625,5412.009765625,5405.16015625,5409.56005859375,2486390,0,0
2019-05-02,5408.68017578125,5409.72021484375,5403.2900390625,5407.72021484375,3325944,0,0
2019-05-02,5406.85986328125,5448.39990234375,5406.85986328125,5436.5,18650552,0,0
2019-05-02,5436.31982421875,5469.919921875,5435.64990234375,5469.919921875,8028916,0,0
2019-05-02,5470.93017578125,5482.75,5451.27001953125,5456.43017578125,12244292,0,0
2019-05-02,5457.77001953125,5474.0498046875,5455.1298828125,5463.0,3711120,0,0
2019-05-02,5463.2099609375,5474.39013671875,5462.85009765625,5468.9501953125,4634776,0,0
2019-05-02,5468.47021484375,5498.72021484375,5462.3701171875,5487.39990234375,14200032,0,0
2019-05-02,5489.47021484375,5491.990234375,5456.77001953125,5487.02978515625,7817056,0,0
2019-05-02,5489.5,5506.1201171875,5482.52001953125,5494.2099609375,7960232,0,0
2019-05-02,5496.3701171875,5530.06982421875,5496.3701171875,5518.56005859375,17620504,0,0
2019-05-02,5518.52001953125,5529.72021484375,5480.14990234375,5483.10986328125,11683432,0,0
2019-05-02,5484.8798828125,5505.240234375,5484.8798828125,5499.3798828125,7968480,0,0
2019-05-02,5503.919921875,5509.58984375,5496.5400390625,5496.5400390625,6672816,0,0
2019-05-02,5500.66015625,5520.68994140625,5498.5400390625,5509.0,6279760,0,0
2019-05-02,5510.06005859375,5516.1298828125,5502.35986328125,5515.14990234375,5572032,0,0
2019-05-02,5517.72998046875,5523.6298828125,5502.8701171875,5506.89990234375,6750432,0,0
2019-05-02,5509.5498046875,5514.740234375,5502.97021484375,5508.52978515625,8915856,0,0
2019-05-03,5508.27001953125,5513.43994140625,5500.7099609375,5500.7099609375,6353440,0,0
2019-05-03,5504.81982421875,5544.39013671875,5485.1201171875,5544.06982421875,0,0,0
2019-05-03,5539.77001953125,5567.5498046875,5539.740234375,5553.60986328125,11486020,0,0
2019-05-03,5552.35009765625,5595.83984375,5550.22998046875,5591.0,24632606,0,0
2019-05-03,5586.77978515625,5594.83984375,5574.2900390625,5587.580078125,7827408,0,0
2019-05-03,5587.60009765625,5609.7001953125,5577.89990234375,5601.43017578125,9765288,0,0
2019-05-03,5601.759765625,5602.9501953125,5592.509765625,5601.22021484375,6040904,0,0
2019-05-03,5601.509765625,5666.18994140625,5600.7900390625,5621.580078125,22523416,0,0
2019-05-03,5623.0498046875,5696.759765625,5621.990234375,5682.72998046875,18725944,0,0
2019-05-03,5684.39013671875,5814.240234375,5658.22998046875,5774.06982421875,48120264,0,0
2019-05-03,5776.35986328125,5891.22998046875,5761.1201171875,5875.97998046875,51964800,0,0
2019-05-03,5878.0,5878.0,5765.91015625,5774.39990234375,38530128,0,0
2019-05-03,5775.72998046875,5816.2900390625,5763.6201171875,5786.68994140625,20751712,0,0
2019-05-03,5786.7001953125,5830.330078125,5784.43994140625,5801.89013671875,13006176,0,0
2019-05-03,5800.85009765625,5845.60986328125,5800.85009765625,5832.60009765625,22345728,0,0
2019-05-03,5832.669921875,5867.2900390625,5811.5400390625,5816.60009765625,22398528,0,0
2019-05-03,5818.89990234375,5823.7998046875,5785.75,5806.830078125,18758976,0,0
2019-05-03,5806.64013671875,5820.580078125,5782.259765625,5786.64990234375,11243392,0,0
2019-05-03,5786.7001953125,5801.18994140625,5728.08984375,5760.0,21842592,0,0
2019-05-03,5761.0,5791.83984375,5746.81982421875,5786.27978515625,10031232,0,0
2019-05-03,5785.89990234375,5785.990234375,5766.10986328125,5772.7099609375,6866080,0,0
2019-05-03,5773.89013671875,5810.72021484375,5773.89013671875,5787.52978515625,10325440,0,0
2019-05-03,5788.18017578125,5800.669921875,5771.16015625,5792.35009765625,7914880,0,0
2019-05-03,5792.43017578125,5792.43017578125,5745.14990234375,5768.35986328125,9358912,0,0
2019-05-04,5769.2001953125,5769.68017578125,5745.52001953125,5749.919921875,0,0,0
2019-05-04,5750.7900390625,5843.33984375,5750.7900390625,5825.35986328125,17214744,0,0
2019-05-04,5823.35009765625,5898.66015625,5807.02001953125,5878.5,22164436,0,0
2019-05-04,5872.89990234375,5875.33984375,5832.47998046875,5844.47998046875,12927896,0,0
2019-05-04,5845.39013671875,5852.06982421875,5792.0498046875,5820.7001953125,7556552,0,0
2019-05-04,5823.91015625,5823.91015625,5766.64990234375,5786.1298828125,12538964,0,0
2019-05-04,5785.56005859375,5798.93017578125,5768.8701171875,5783.52978515625,7932416,0,0
2019-05-04,5782.330078125,5806.72021484375,5768.9501953125,5806.72021484375,6241096,0,0
2019-05-04,5805.580078125,5837.990234375,5805.580078125,5823.97998046875,5513320,0,0
2019-05-04,5822.91015625,5822.91015625,5797.06982421875,5807.83984375,5942016,0,0
2019-05-04,5802.41015625,5819.83984375,5783.89990234375,5789.33984375,4601456,0,0
2019-05-04,5789.1201171875,5800.85986328125,5772.81005859375,5790.1201171875,5779520,0,0
2019-05-04,5791.14990234375,5815.66015625,5790.990234375,5802.02978515625,3915832,0,0
2019-05-04,5802.2001953125,5803.27978515625,5768.06982421875,5773.52001953125,4660456,0,0
2019-05-04,5775.169921875,5784.39013671875,5629.89013671875,5643.43994140625,29020512,0,0
2019-05-04,5640.4599609375,5658.60986328125,5597.14990234375,5649.68017578125,18699392,0,0
2019-05-04,5651.85009765625,5658.419921875,5631.02978515625,5631.02978515625,7321568,0,0
2019-05-04,5628.5498046875,5662.52001953125,5617.33984375,5651.52001953125,7047984,0,0
2019-05-04,5651.06982421875,5671.47998046875,5645.9501953125,5664.43017578125,4951168,0,0
