Date,Open,High,Low,Close,Adj Close,Volume
2018-08-24,25819.080078125,25821.689453125,25788.119140625,25795.369140625,25795.369140625,14481565
2018-08-24,25795.0,25806.75,25769.369140625,25804.380859375,25804.380859375,18266757
2018-08-24,25803.5,25805.7890625,25777.279296875,25789.7109375,25789.7109375,16596023
2018-08-24,25788.7890625,25801.529296875,25780.44921875,25790.009765625,25790.009765625,25640870
2018-08-27,25922.0,26016.859375,25922.0,26011.98046875,26011.98046875,0
2018-08-27,26004.44921875,26019.109375,25976.349609375,26014.5,26014.5,30545352
2018-08-27,26014.6796875,26063.890625,25992.16015625,26057.7109375,26057.7109375,22635301
2018-08-27,26057.98046875,26066.599609375,26041.23046875,26043.69921875,26043.69921875,18453484
2018-08-27,26043.01953125,26058.990234375,26038.869140625,26051.48046875,26051.48046875,18610065
2018-08-27,26051.439453125,26067.029296875,26022.919921875,26044.9296875,26044.9296875,21745833
2018-08-27,26041.3203125,26055.490234375,26030.0390625,26050.560546875,26050.560546875,27599397
2018-08-28,26109.970703125,26122.240234375,26076.140625,26088.5,26088.5,0
2018-08-28,26086.26953125,26111.240234375,26077.240234375,26099.349609375,26099.349609375,27895189
2018-08-28,26100.080078125,26100.080078125,26046.44921875,26065.380859375,26065.380859375,20498260
2018-08-28,26066.4609375,26090.150390625,26059.849609375,26066.169921875,26066.169921875,17087116
2018-08-28,26066.48046875,26097.19921875,26059.509765625,26090.73046875,26090.73046875,16530170
2018-08-28,26089.529296875,26096.630859375,26068.240234375,26072.58984375,26072.58984375,20992956
2018-08-28,26072.599609375,26078.51953125,26038.2890625,26064.2890625,26064.2890625,30538429
2018-08-29,26083.75,26083.75,26036.4609375,26069.369140625,26069.369140625,0
2018-08-29,26074.75,26154.009765625,26065.80078125,26151.240234375,26151.240234375,28363134
2018-08-29,26148.16015625,26167.619140625,26139.859375,26146.66015625,26146.66015625,22655491
2018-08-29,26146.220703125,26156.25,26129.80078125,26131.3203125,26131.3203125,17907000
2018-08-29,26129.330078125,26134.16015625,26112.9296875,26119.330078125,26119.330078125,18869903
2018-08-29,26119.109375,26135.259765625,26113.51953125,26134.05078125,26134.05078125,21535154
2018-08-29,26132.1796875,26144.080078125,26112.900390625,26123.25,26123.25,29965961
2018-08-30,26090.869140625,26102.099609375,26042.369140625,26055.080078125,26055.080078125,0
2018-08-30,26056.0703125,26072.630859375,26004.419921875,26014.259765625,26014.259765625,30174324
2018-08-30,26016.48046875,26034.75,26003.19921875,26033.390625,26033.390625,23330442
2018-08-30,26034.119140625,26076.029296875,26032.119140625,26068.640625,26068.640625,22101130
2018-08-30,26068.5390625,26082.58984375,25959.279296875,25969.76953125,25969.76953125,30780037
2018-08-30,25970.900390625,26016.58984375,25936.369140625,25975.240234375,25975.240234375,32242305
2018-08-30,25977.58984375,26000.490234375,25960.779296875,25987.19921875,25987.19921875,32569230
2018-08-31,25954.900390625,26027.30078125,25934.689453125,25994.66015625,25994.66015625,0
2018-08-31,25996.58984375,26010.419921875,25944.060546875,25944.060546875,25944.060546875,27518475
2018-08-31,25949.009765625,25957.66015625,25888.640625,25912.41015625,25912.41015625,23272707
2018-08-31,25911.2109375,25931.33984375,25880.880859375,25917.16015625,25917.16015625,19392250
2018-08-31,25917.1796875,25930.650390625,25886.5390625,25897.029296875,25897.029296875,17582168
2018-08-31,25897.859375,25935.76953125,25892.599609375,25903.2890625,25903.2890625,23465799
2018-08-31,25903.630859375,25977.529296875,25903.630859375,25960.41015625,25960.41015625,43935741
2018-09-04,25900.5703125,25921.58984375,25806.400390625,25892.720703125,25892.720703125,0
2018-09-04,25895.51953125,25935.58984375,25880.75,25898.029296875,25898.029296875,30612854
2018-09-04,25893.2109375,25918.689453125,25824.939453125,25851.619140625,25851.619140625,26008904
2018-09-04,25851.439453125,25902.640625,25841.919921875,25898.25,25898.25,20789220
2018-09-04,25902.640625,25958.0390625,25895.1796875,25956.279296875,25956.279296875,21302533
2018-09-04,25949.98046875,25971.740234375,25933.529296875,25938.4296875,25938.4296875,24728612
2018-09-04,25939.4296875,25954.0703125,25917.869140625,25954.0703125,25954.0703125,31969328
2018-09-05,25906.609375,25971.310546875,25874.19921875,25918.640625,25918.640625,0
2018-09-05,25912.369140625,25966.630859375,25885.689453125,25912.75,25912.75,40872791
2018-09-05,25908.279296875,25979.19921875,25900.439453125,25962.619140625,25962.619140625,26191804
2018-09-05,25965.330078125,25998.890625,25949.900390625,25996.890625,25996.890625,22156674
2018-09-05,25995.66015625,26010.810546875,25953.19921875,25969.509765625,25969.509765625,21774876
2018-09-05,25969.640625,25984.859375,25939.640625,25954.55078125,25954.55078125,28041557
2018-09-05,25953.880859375,25985.310546875,25937.419921875,25970.009765625,25970.009765625,39644558
2018-09-06,25971.859375,26068.51953125,25971.859375,26013.83984375,26013.83984375,0
2018-09-06,26019.279296875,26019.279296875,25882.279296875,25921.0703125,25921.0703125,40158339
2018-09-06,25918.470703125,25980.33984375,25917.16015625,25963.1796875,25963.1796875,24933952
2018-09-06,25962.189453125,25972.740234375,25911.83984375,25957.740234375,25957.740234375,21982452
2018-09-06,25956.349609375,26005.380859375,25954.009765625,25982.779296875,25982.779296875,21243425
2018-09-06,25982.990234375,26051.26953125,25982.990234375,26047.44921875,26047.44921875,27547971
2018-09-06,26048.2890625,26048.2890625,25992.83984375,25998.279296875,25998.279296875,36625969
2018-09-07,25920.4296875,25978.0703125,25890.470703125,25944.720703125,25944.720703125,0
2018-09-07,25947.390625,25984.009765625,25938.509765625,25972.830078125,25972.830078125,24958686
2018-09-07,25975.330078125,26000.7109375,25839.51953125,25846.439453125,25846.439453125,31725140
2018-09-07,25843.240234375,25879.150390625,25818.390625,25866.98046875,25866.98046875,22464559
2018-09-07,25866.83984375,25945.560546875,25848.4609375,25945.560546875,25945.560546875,20049563
2018-09-07,25944.560546875,25959.7109375,25921.7890625,25942.099609375,25942.099609375,29453603
2018-09-07,25946.359375,25955.779296875,25898.2890625,25916.640625,25916.640625,52083008
2018-09-10,26006.560546875,26034.1796875,25948.689453125,25952.390625,25952.390625,0
2018-09-10,25955.689453125,25967.51953125,25902.939453125,25956.140625,25956.140625,33955577
2018-09-10,25957.30078125,25957.7890625,25885.30078125,25889.890625,25889.890625,22866855
2018-09-10,25889.439453125,25901.1796875,25870.55078125,25898.509765625,25898.509765625,19131999
2018-09-10,25898.73046875,25902.259765625,25878.779296875,25902.259765625,25902.259765625,19458929
2018-09-10,25901.19921875,25919.890625,25893.720703125,25894.630859375,25894.630859375,21738610
2018-09-10,25894.859375,25897.80078125,25854.73046875,25860.69921875,25860.69921875,33825158
2018-09-11,25800.900390625,25891.400390625,25757.48046875,25890.310546875,25890.310546875,0
2018-09-11,25887.939453125,25929.330078125,25858.349609375,25922.0703125,25922.0703125,30070000
2018-09-11,25920.810546875,26006.80078125,25920.810546875,25987.890625,25987.890625,29322577
2018-09-11,25988.48046875,26019.2890625,25988.1796875,26007.490234375,26007.490234375,21731652
2018-09-11,26003.560546875,26012.349609375,25981.470703125,25995.490234375,25995.490234375,22921476
2018-09-11,25995.130859375,26005.16015625,25974.849609375,25980.76953125,25980.76953125,27369721
2018-09-11,25978.80078125,25988.919921875,25961.619140625,25970.099609375,25970.099609375,40490010
2018-09-12,25989.08984375,26030.6796875,25963.630859375,25974.900390625,25974.900390625,0
2018-09-12,25973.740234375,26113.19921875,25946.51953125,26113.19921875,26113.19921875,42419727
2018-09-12,26125.970703125,26144.509765625,26014.009765625,26049.890625,26049.890625,31055882
2018-09-12,26050.470703125,26076.529296875,26025.640625,26027.240234375,26027.240234375,23381634
2018-09-12,26031.73046875,26041.220703125,25942.7109375,25952.51953125,25952.51953125,26941634
2018-09-12,25953.4296875,26017.4296875,25931.150390625,26017.189453125,26017.189453125,28668098
2018-09-12,26019.779296875,26029.630859375,25992.619140625,25998.1796875,25998.1796875,37635708
2018-09-13,26106.830078125,26187.669921875,26106.830078125,26128.83984375,26128.83984375,0
2018-09-13,26131.23046875,26136.599609375,26071.259765625,26079.7109375,26079.7109375,35613652
2018-09-13,26083.330078125,26167.8203125,26070.419921875,26138.740234375,26138.740234375,23888857
2018-09-13,26141.1796875,26143.060546875,26112.029296875,26124.830078125,26124.830078125,21932094
2018-09-13,26125.830078125,26135.490234375,26103.33984375,26121.359375,26121.359375,23483260
2018-09-13,26120.130859375,26141.900390625,26117.16015625,26120.529296875,26120.529296875,23930794
2018-09-13,26123.150390625,26142.369140625,26101.69921875,26141.66015625,26141.66015625,31847848
2018-09-14,26165.83984375,26199.669921875,26136.470703125,26151.5703125,26151.5703125,0
2018-09-14,26157.51953125,26201.529296875,26156.009765625,26196.439453125,26196.439453125,28511747
2018-09-14,26197.970703125,26210.349609375,26083.5390625,26105.98046875,26105.98046875,32487185
2018-09-14,26102.279296875,26110.869140625,26069.7109375,26106.240234375,26106.240234375,20242607
2018-09-14,26106.75,26129.83984375,26101.099609375,26121.560546875,26121.560546875,19452909
2018-09-14,26120.4609375,26146.740234375,26113.26953125,26137.169921875,26137.169921875,22099745
2018-09-14,26135.890625,26163.3203125,26135.740234375,26147.990234375,26147.990234375,30464876
2018-09-17,26137.900390625,26170.23046875,26113.0390625,26162.130859375,26162.130859375,0
2018-09-17,26157.529296875,26183.669921875,26117.220703125,26140.66015625,26140.66015625,27071557
2018-09-17,26142.330078125,26156.5390625,26128.5390625,26146.3203125,26146.3203125,18677757
2018-09-17,26148.75,26151.080078125,26099.1796875,26102.650390625,26102.650390625,17825610
2018-09-17,26101.849609375,26124.380859375,26076.900390625,26119.490234375,26119.490234375,22221640
2018-09-17,26118.98046875,26126.41015625,26051.8203125,26062.029296875,26062.029296875,23000763
2018-09-17,26061.880859375,26069.94921875,26030.349609375,26059.330078125,26059.330078125,33986238
2018-09-18,26083.330078125,26165.55078125,26083.330078125,26147.80078125,26147.80078125,0
2018-09-18,26149.150390625,26189.16015625,26125.080078125,26189.16015625,26189.16015625,30402082
2018-09-18,26193.060546875,26235.580078125,26183.330078125,26218.01953125,26218.01953125,23293853
2018-09-18,26216.51953125,26239.73046875,26210.01953125,26225.359375,26225.359375,18316778
2018-09-18,26227.330078125,26298.55078125,26221.48046875,26293.76953125,26293.76953125,20730796
2018-09-18,26296.099609375,26317.08984375,26273.740234375,26283.349609375,26283.349609375,25789421
2018-09-18,26283.4609375,26285.0,26247.080078125,26254.150390625,26254.150390625,36229475
2018-09-19,26285.630859375,26416.19921875,26280.759765625,26390.33984375,26390.33984375,0
2018-09-19,26390.75,26461.83984375,26390.75,26438.470703125,26438.470703125,33279792
2018-09-19,26437.080078125,26454.41015625,26429.130859375,26446.330078125,26446.330078125,25317862
2018-09-19,26446.44921875,26462.01953125,26426.869140625,26436.349609375,26436.349609375,21352395
2018-09-19,26435.0,26454.26953125,26430.94921875,26440.150390625,26440.150390625,19860887
2018-09-19,26440.349609375,26440.349609375,26404.720703125,26414.51953125,26414.51953125,26533722
2018-09-19,26413.69921875,26425.7890625,26407.759765625,26407.759765625,26407.759765625,32200988
2018-09-20,26555.48046875,26650.109375,26555.48046875,26583.80078125,26583.80078125,0
2018-09-20,26583.2890625,26646.76953125,26580.23046875,26646.76953125,26646.76953125,31317219
2018-09-20,26645.669921875,26666.669921875,26632.099609375,26651.5390625,26651.5390625,23390282
2018-09-20,26652.16015625,26679.900390625,26644.33984375,26644.33984375,26644.33984375,20586291
2018-09-20,26643.109375,26660.470703125,26638.5,26660.470703125,26660.470703125,21589829
2018-09-20,26660.919921875,26697.369140625,26640.44921875,26682.689453125,26682.689453125,25715266
2018-09-20,26679.19921875,26681.16015625,26654.44921875,26662.869140625,26662.869140625,40108088
2018-09-21,26740.5390625,26760.0703125,26686.619140625,26696.779296875,26696.779296875,0
2018-09-21,26692.009765625,26733.669921875,26685.619140625,26728.5703125,26728.5703125,32387254
2018-09-21,26733.6796875,26768.900390625,26722.419921875,26740.5703125,26740.5703125,24254057
2018-09-21,26743.5703125,26746.01953125,26722.640625,26736.98046875,26736.98046875,20526987
2018-09-21,26736.880859375,26742.390625,26711.349609375,26734.44921875,26734.44921875,20786046
2018-09-21,26734.560546875,26741.98046875,26712.720703125,26724.75,26724.75,28271270
2018-09-21,26725.279296875,26744.0,26706.080078125,26727.73046875,26727.73046875,68945102
2018-09-24,26701.369140625,26701.369140625,26594.990234375,26607.279296875,26607.279296875,0
2018-09-24,26605.44921875,26629.01953125,26574.150390625,26593.869140625,26593.869140625,31113542
2018-09-24,26593.580078125,26596.810546875,26550.9609375,26561.380859375,26561.380859375,24112351
2018-09-24,26562.169921875,26576.369140625,26549.029296875,26558.4296875,26558.4296875,19675561
2018-09-24,26558.7890625,26586.830078125,26558.7890625,26574.490234375,26574.490234375,20601913
2018-09-24,26574.609375,26601.41015625,26569.369140625,26585.490234375,26585.490234375,25042360
2018-09-24,26586.189453125,26587.26953125,26563.259765625,26565.240234375,26565.240234375,34108390
2018-09-25,26612.41015625,26632.619140625,26581.2109375,26593.4609375,26593.4609375,0
2018-09-25,26595.25,26597.19921875,26523.939453125,26597.189453125,26597.189453125,26884541
2018-09-25,26598.330078125,26612.05078125,26586.970703125,26603.0390625,26603.0390625,21790163
2018-09-25,26603.23046875,26604.25,26552.76953125,26553.009765625,26553.009765625,17230761
2018-09-25,26552.359375,26552.359375,26507.529296875,26522.830078125,26522.830078125,19704308
2018-09-25,26523.369140625,26523.369140625,26490.369140625,26511.630859375,26511.630859375,23569164
2018-09-25,26513.140625,26517.05078125,26478.029296875,26491.01953125,26491.01953125,33612824
2018-09-26,26516.130859375,26554.220703125,26501.23046875,26531.880859375,26531.880859375,0
2018-09-26,26533.390625,26554.2109375,26520.380859375,26553.51953125,26553.51953125,24591740
2018-09-26,26555.919921875,26555.919921875,26532.150390625,26552.970703125,26552.970703125,19799808
2018-09-26,26553.7109375,26576.48046875,26551.69921875,26554.609375,26554.609375,17461920
2018-09-26,26554.669921875,26603.580078125,26538.44921875,26578.609375,26578.609375,24589536
2018-09-26,26572.6796875,26584.689453125,26497.41015625,26529.529296875,26529.529296875,27406812
2018-09-26,26529.599609375,26529.599609375,26363.3203125,26372.939453125,26372.939453125,50280257
2018-09-27,26447.009765625,26473.41015625,26381.369140625,26472.560546875,26472.560546875,0
2018-09-27,26477.759765625,26512.779296875,26471.119140625,26501.919921875,26501.919921875,25734572
2018-09-27,26502.08984375,26555.94921875,26489.75,26547.5,26547.5,20083084
2018-09-27,26550.109375,26555.890625,26507.2890625,26519.1796875,26519.1796875,17367864
2018-09-27,26519.7890625,26523.490234375,26483.9609375,26503.349609375,26503.349609375,19703702
2018-09-27,26503.0703125,26507.26953125,26444.470703125,26452.75,26452.75,21368125
2018-09-27,26452.369140625,26469.73046875,26424.009765625,26444.490234375,26444.490234375,35118074
2018-09-28,26404.759765625,26456.0390625,26383.5703125,26455.630859375,26455.630859375,0
2018-09-28,26454.369140625,26501.529296875,26442.310546875,26488.400390625,26488.400390625,35962030
2018-09-28,26489.240234375,26498.9609375,26479.140625,26483.759765625,26483.759765625,27708773
2018-09-28,26484.01953125,26497.529296875,26430.0,26497.529296875,26497.529296875,18802061
2018-09-28,26497.509765625,26515.5,26455.169921875,26471.51953125,26471.51953125,18637804
2018-09-28,26472.669921875,26479.869140625,26425.619140625,26445.91015625,26445.91015625,25607573
2018-09-28,26443.609375,26462.509765625,26416.5,26461.83984375,26461.83984375,39619856
2018-10-01,26616.05078125,26719.119140625,26611.630859375,26711.119140625,26711.119140625,0
2018-10-01,26713.220703125,26736.9296875,26701.7890625,26715.400390625,26715.400390625,30405015
2018-10-01,26713.669921875,26735.029296875,26656.30078125,26660.91015625,26660.91015625,21608300
2018-10-01,26660.619140625,26680.859375,26644.939453125,26674.240234375,26674.240234375,18852563
2018-10-01,26674.80078125,26686.080078125,26638.560546875,26673.990234375,26673.990234375,19069774
2018-10-01,26676.140625,26682.390625,26622.44921875,26634.970703125,26634.970703125,23285776
2018-10-01,26636.9296875,26671.08984375,26596.560546875,26670.150390625,26670.150390625,33762932
2018-10-02,26645.4296875,26690.369140625,26631.0703125,26685.689453125,26685.689453125,0
2018-10-02,26687.6796875,26770.509765625,26660.349609375,26749.16015625,26749.16015625,30505025
2018-10-02,26749.880859375,26793.130859375,26743.419921875,26784.330078125,26784.330078125,25001402
2018-10-02,26785.2890625,26799.48046875,26750.400390625,26790.560546875,26790.560546875,21873910
2018-10-02,26790.080078125,26823.810546875,26788.259765625,26819.220703125,26819.220703125,20889225
2018-10-02,26818.55078125,26822.5703125,26729.58984375,26745.1796875,26745.1796875,27561042
2018-10-02,26754.33984375,26795.900390625,26750.220703125,26782.01953125,26782.01953125,34135869
2018-10-03,26872.05078125,26950.9296875,26868.490234375,26933.919921875,26933.919921875,0
2018-10-03,26935.109375,26936.419921875,26898.41015625,26918.330078125,26918.330078125,32784923
2018-10-03,26919.130859375,26938.3203125,26881.720703125,26935.44921875,26935.44921875,26862562
2018-10-03,26934.98046875,26940.650390625,26902.849609375,26918.990234375,26918.990234375,22030397
2018-10-03,26920.1796875,26939.2890625,26906.359375,26914.8203125,26914.8203125,22580716
2018-10-03,26913.419921875,26915.05078125,26790.859375,26811.169921875,26811.169921875,38604323
2018-10-03,26812.759765625,26853.380859375,26806.0,26833.990234375,26833.990234375,34751305
2018-10-04,26781.029296875,26786.740234375,26579.91015625,26601.6796875,26601.6796875,0
2018-10-04,26597.990234375,26655.529296875,26577.099609375,26618.26953125,26618.26953125,33400693
2018-10-04,26623.55078125,26632.650390625,26499.2109375,26543.5703125,26543.5703125,33585791
2018-10-04,26541.33984375,26609.23046875,26490.099609375,26518.75,26518.75,27545837
2018-10-04,26517.01953125,26527.009765625,26471.919921875,26497.810546875,26497.810546875,32964662
2018-10-04,26495.55078125,26624.990234375,26488.98046875,26576.990234375,26576.990234375,32184777
2018-10-04,26576.23046875,26648.6796875,26557.609375,26622.669921875,26622.669921875,33979889
2018-10-05,26636.900390625,26674.73046875,26570.0703125,26611.060546875,26611.060546875,0
2018-10-05,26612.650390625,26612.650390625,26461.060546875,26461.060546875,26461.060546875,31859107
2018-10-05,26460.94921875,26474.6796875,26355.4296875,26401.060546875,26401.060546875,31795348
2018-10-05,26399.76953125,26399.76953125,26311.740234375,26320.859375,26320.859375,29060217
2018-10-05,26325.689453125,26421.689453125,26304.099609375,26419.109375,26419.109375,29013012
2018-10-05,26420.849609375,26473.890625,26408.439453125,26447.890625,26447.890625,29649541
2018-10-05,26448.0703125,26485.869140625,26400.33984375,26440.880859375,26440.880859375,33651979
2018-10-08,26363.759765625,26466.7109375,26321.169921875,26453.080078125,26453.080078125,0
2018-10-08,26455.380859375,26465.0390625,26360.900390625,26362.76953125,26362.76953125,28585858
2018-10-08,26357.380859375,26358.640625,26223.509765625,26342.859375,26342.859375,38127068
2018-10-08,26341.740234375,26352.51953125,26275.41015625,26305.169921875,26305.169921875,23330750
2018-10-08,26303.2890625,26467.859375,26303.2890625,26436.44921875,26436.44921875,26705824
2018-10-08,26436.150390625,26504.759765625,26436.150390625,26483.509765625,26483.509765625,26714978
2018-10-08,26493.80078125,26528.990234375,26483.009765625,26496.41015625,26496.41015625,33898025
2018-10-09,26449.189453125,26503.830078125,26326.919921875,26497.26953125,26497.26953125,0
2018-10-09,26499.16015625,26525.380859375,26385.619140625,26490.830078125,26490.830078125,39993189
2018-10-09,26495.529296875,26537.689453125,26463.26953125,26471.970703125,26471.970703125,25849805
2018-10-09,26468.380859375,26487.0390625,26392.099609375,26469.029296875,26469.029296875,25503239
2018-10-09,26469.400390625,26492.130859375,26417.259765625,26481.560546875,26481.560546875,25313986
2018-10-09,26484.380859375,26501.619140625,26431.9609375,26450.130859375,26450.130859375,31607080
2018-10-09,26448.150390625,26486.1796875,26431.009765625,26433.2890625,26433.2890625,38592217
2018-10-10,26422.75,26422.75,26134.5703125,26197.58984375,26197.58984375,0
2018-10-10,26196.5390625,26209.560546875,26005.130859375,26060.439453125,26060.439453125,55377421
2018-10-10,26064.529296875,26120.48046875,26007.890625,26063.58984375,26063.58984375,41661157
2018-10-10,26062.810546875,26103.73046875,25992.390625,26055.990234375,26055.990234375,32356722
2018-10-10,26053.05078125,26066.19921875,25910.9609375,25944.0,25944.0,39764842
2018-10-10,25941.640625,25968.099609375,25789.5,25875.26953125,25875.26953125,54155542
2018-10-10,25880.189453125,25880.189453125,25596.66015625,25609.109375,25609.109375,80614995
2018-10-11,25480.359375,25681.650390625,25450.75,25556.009765625,25556.009765625,0
2018-10-11,25554.80078125,25597.099609375,25231.0390625,25366.5703125,25366.5703125,66686556
2018-10-11,25365.80078125,25608.05078125,25307.740234375,25563.5,25563.5,50624253
