Date,Open,High,Low,Close,Adj Close,Volume
2019-07-07,11236.23046875,11258.599609375,11182.51953125,11251.259765625,11251.259765625,0
2019-07-07,11246.76953125,11254.83984375,11124.6904296875,11199.5400390625,11199.5400390625,0
2019-07-07,11198.2998046875,11246.51953125,11163.66015625,11240.91015625,11240.91015625,11210752
2019-07-07,11239.8095703125,11239.8095703125,11131.990234375,11191.83984375,11191.83984375,14647292
2019-07-07,11187.6298828125,11214.5400390625,11109.48046875,11161.3798828125,11161.3798828125,16844316
2019-07-07,11160.4599609375,11303.6904296875,11144.26953125,11287.6298828125,11287.6298828125,17489304
2019-07-07,11287.5703125,11302.580078125,11208.3095703125,11236.66015625,11236.66015625,10627192
2019-07-07,11236.8798828125,11246.6298828125,11178.900390625,11196.080078125,11196.080078125,7830712
2019-07-07,11195.2001953125,11243.2197265625,11185.9296875,11205.349609375,11205.349609375,6729184
2019-07-07,11206.599609375,11210.900390625,11129.240234375,11202.4599609375,11202.4599609375,13243328
2019-07-07,11200.349609375,11251.41015625,11176.33984375,11249.7998046875,11249.7998046875,8449456
2019-07-07,11248.4599609375,11287.6796875,11221.76953125,11285.41015625,11285.41015625,9488616
2019-07-07,11282.8095703125,11363.26953125,11259.6396484375,11346.0,11346.0,16450352
2019-07-07,11346.1396484375,11452.490234375,11340.509765625,11357.900390625,11357.900390625,28674976
2019-07-07,11357.419921875,11404.4501953125,11355.6201171875,11379.580078125,11379.580078125,14373376
2019-07-07,11379.580078125,11427.26953125,11350.4296875,11350.4296875,11350.4296875,9188816
2019-07-07,11350.8896484375,11403.2998046875,11211.6201171875,11252.51953125,11252.51953125,24050128
2019-07-07,11252.8603515625,11252.8603515625,11159.1904296875,11203.099609375,11203.099609375,17555488
2019-07-07,11202.6103515625,11528.580078125,11201.73046875,11475.900390625,11475.900390625,47277376
2019-07-07,11477.4697265625,11524.5703125,11424.98046875,11460.990234375,11460.990234375,21064480
2019-07-07,11456.7998046875,11600.150390625,11427.900390625,11537.3798828125,11537.3798828125,33315200
2019-07-07,11537.349609375,11601.7001953125,11445.240234375,11508.7802734375,11508.7802734375,27377472
2019-07-07,11508.8798828125,11549.8701171875,11479.0302734375,11538.2197265625,11538.2197265625,13292576
2019-07-07,11538.76953125,11571.58984375,11363.9296875,11423.9404296875,11423.9404296875,21001856
2019-07-08,11428.33984375,11489.8203125,11425.2001953125,11475.5400390625,11475.5400390625,8081920
2019-07-08,11474.900390625,11522.6796875,11406.7802734375,11415.7802734375,11415.7802734375,0
2019-07-08,11420.6103515625,11470.3701171875,11394.349609375,11457.509765625,11457.509765625,10061903
2019-07-08,11458.349609375,11465.8203125,11390.0595703125,11402.26953125,11402.26953125,8008774
2019-07-08,11396.0703125,11434.8896484375,11339.2998046875,11400.509765625,11400.509765625,12223392
2019-07-08,11400.5,11492.5400390625,11399.9697265625,11476.5302734375,11476.5302734375,12322076
2019-07-08,11477.0595703125,11493.7197265625,11458.2099609375,11471.599609375,11471.599609375,8957968
2019-07-08,11469.23046875,11469.23046875,11428.0400390625,11431.5302734375,11431.5302734375,6011676
2019-07-08,11430.990234375,11504.48046875,11428.01953125,11472.349609375,11472.349609375,11674984
2019-07-08,11474.4697265625,11719.26953125,11411.900390625,11719.26953125,11719.26953125,38019048
2019-07-08,11763.830078125,11902.1103515625,11763.830078125,11846.5,11846.5,108098488
2019-07-08,11851.0400390625,11964.1298828125,11836.5595703125,11923.1796875,11923.1796875,42872416
2019-07-08,11919.7099609375,11991.98046875,11875.98046875,11942.83984375,11942.83984375,41334304
2019-07-08,11942.23046875,11956.1796875,11861.849609375,11895.1298828125,11895.1298828125,26897024
