Date;Time;Open;Close;Diference;Tendencia;bitcoin;blockchain;cryptocurrency;Ethereum;mining;Nvidia
23/04/2019;1:00;5394.97;5385.8;-0.17;sin_tendencia;12;38;9;7;41;52
23/04/2019;2:00;5385.95;5394.4;0.157;sin_tendencia;12;38;9;7;41;52
23/04/2019;3:00;5394.3;5408.77;0.268;sin_tendencia;12;38;9;7;41;52
23/04/2019;4:00;5408.88;5438.45;0.544;tendencia_alcista;12;38;9;7;41;52
23/04/2019;5:00;5439.17;5521.96;1.499;tendencia_alcista;12;38;9;7;41;52
23/04/2019;6:00;5524.76;5548.08;0.42;sin_tendencia;12;38;9;7;41;52
23/04/2019;7:00;5546.82;5549.49;0.048;sin_tendencia;12;38;9;7;41;52
23/04/2019;8:00;5549.77;5553.31;0.064;sin_tendencia;12;38;9;7;41;52
23/04/2019;9:00;5553.5;5558.41;0.088;sin_tendencia;12;38;9;7;41;52
23/04/2019;10:00;5558.43;5549.63;-0.159;sin_tendencia;12;38;9;7;41;52
23/04/2019;11:00;5550.19;5563.7;0.243;sin_tendencia;12;38;9;7;41;52
23/04/2019;12:00;5563.71;5568.7;0.09;sin_tendencia;12;38;9;7;41;52
23/04/2019;13:00;5567.38;5581.59;0.255;sin_tendencia;12;38;9;7;41;52
23/04/2019;14:00;5580.02;5585.24;0.093;sin_tendencia;12;38;9;7;41;52
23/04/2019;15:00;5585.12;5593.29;0.146;sin_tendencia;12;38;9;7;41;52
23/04/2019;16:00;5592.49;5576.55;-0.286;sin_tendencia;12;38;9;7;41;52
23/04/2019;17:00;5576.49;5583.22;0.121;sin_tendencia;12;38;9;7;41;52
23/04/2019;18:00;5583.64;5593.9;0.183;sin_tendencia;12;38;9;7;41;52
23/04/2019;19:00;5593.89;5615.25;0.38;sin_tendencia;12;38;9;7;41;52
23/04/2019;20:00;5615.2;5596.47;-0.335;sin_tendencia;12;38;9;7;41;52
23/04/2019;21:00;5596.85;5587.82;-0.162;sin_tendencia;12;38;9;7;41;52
23/04/2019;22:00;5588.39;5578.42;-0.179;sin_tendencia;12;38;9;7;41;52
23/04/2019;23:00;5578.8;5563.15;-0.281;sin_tendencia;12;38;9;7;41;52
24/04/2019;0:00;5568.16;5539.1;-0.525;tendencia_bajista;12;38;9;7;41;52
24/04/2019;1:00;5537.86;5543.99;0.111;sin_tendencia;12;38;9;7;41;52
24/04/2019;2:00;5543.85;5555.55;0.211;sin_tendencia;12;38;9;7;41;52
24/04/2019;3:00;5556.02;5569.07;0.234;sin_tendencia;12;38;9;7;41;52
24/04/2019;4:00;5569.61;5582.97;0.239;sin_tendencia;12;38;9;7;41;52
24/04/2019;5:00;5582.06;5603.71;0.386;sin_tendencia;12;38;9;7;41;52
24/04/2019;6:00;5603.84;5625.04;0.377;sin_tendencia;12;38;9;7;41;52
24/04/2019;7:00;5620.08;5605.52;-0.26;sin_tendencia;12;38;9;7;41;52
24/04/2019;8:00;5605.51;5480.21;-2.286;tendencia_bajista;12;38;9;7;41;52
24/04/2019;9:00;5480.66;5494.94;0.26;sin_tendencia;12;38;9;7;41;52
24/04/2019;10:00;5494.72;5475.39;-0.353;sin_tendencia;12;38;9;7;41;52
24/04/2019;11:00;5475.18;5435.37;-0.732;tendencia_bajista;12;38;9;7;41;52
24/04/2019;12:00;5434.15;5442.83;0.159;sin_tendencia;12;38;9;7;41;52
24/04/2019;13:00;5443.24;5468.23;0.457;sin_tendencia;12;38;9;7;41;52
24/04/2019;14:00;5468.33;5453.05;-0.28;sin_tendencia;12;38;9;7;41;52
24/04/2019;15:00;5453.04;5475.21;0.405;sin_tendencia;12;38;9;7;41;52
24/04/2019;16:00;5475.24;5472.66;-0.047;sin_tendencia;12;38;9;7;41;52
24/04/2019;17:00;5473.58;5453.69;-0.365;sin_tendencia;12;38;9;7;41;52
24/04/2019;18:00;5450.54;5430.88;-0.362;sin_tendencia;12;38;9;7;41;52
24/04/2019;19:00;5431.71;5414.73;-0.314;sin_tendencia;12;38;9;7;41;52
24/04/2019;20:00;5415.96;5446.08;0.553;tendencia_alcista;12;38;9;7;41;52
24/04/2019;21:00;5445.07;5450.69;0.103;sin_tendencia;12;38;9;7;41;52
24/04/2019;22:00;5450.64;5445.35;-0.097;sin_tendencia;12;38;9;7;41;52
24/04/2019;23:00;5444.57;5454.01;0.173;sin_tendencia;12;38;9;7;41;52
25/04/2019;0:00;5453.95;5454.37;0.008;sin_tendencia;12;38;9;7;41;52
25/04/2019;1:00;5453.16;5465.7;0.229;sin_tendencia;12;38;9;7;41;52
25/04/2019;2:00;5464.82;5465.6;0.014;sin_tendencia;12;38;9;7;41;52
25/04/2019;3:00;5465.9;5439.42;-0.487;sin_tendencia;12;38;9;7;41;52
25/04/2019;4:00;5440.09;5446.89;0.125;sin_tendencia;12;38;9;7;41;52
25/04/2019;5:00;5447.29;5435.79;-0.212;sin_tendencia;12;38;9;7;41;52
25/04/2019;6:00;5435.56;5435.78;0.004;sin_tendencia;12;38;9;7;41;52
25/04/2019;7:00;5435.75;5414.57;-0.391;sin_tendencia;12;38;9;7;41;52
25/04/2019;8:00;5413.85;5435.48;0.398;sin_tendencia;12;38;9;7;41;52
25/04/2019;9:00;5435.33;5432.09;-0.06;sin_tendencia;12;38;9;7;41;52
25/04/2019;10:00;5432.04;5428.5;-0.065;sin_tendencia;12;38;9;7;41;52
25/04/2019;11:00;5429.6;5468.33;0.708;tendencia_alcista;12;38;9;7;41;52
25/04/2019;12:00;5468.39;5475.96;0.138;sin_tendencia;12;38;9;7;41;52
25/04/2019;13:00;5477.24;5466.75;-0.192;sin_tendencia;12;38;9;7;41;52
25/04/2019;14:00;5466.42;5466.6;0.003;sin_tendencia;12;38;9;7;41;52
25/04/2019;15:00;5466.88;5459.71;-0.131;sin_tendencia;12;38;9;7;41;52
25/04/2019;16:00;5459.92;5467.73;0.143;sin_tendencia;12;38;9;7;41;52
25/04/2019;17:00;5467.91;5489.47;0.393;sin_tendencia;12;38;9;7;41;52
25/04/2019;18:00;5489.52;5503.51;0.254;sin_tendencia;12;38;9;7;41;52
25/04/2019;19:00;5503.42;5510.02;0.12;sin_tendencia;12;38;9;7;41;52
25/04/2019;20:00;5510.48;5496.5;-0.254;sin_tendencia;12;38;9;7;41;52
25/04/2019;21:00;5497.01;5506.57;0.174;sin_tendencia;12;38;9;7;41;52
25/04/2019;22:00;5506.84;5406.3;-1.86;tendencia_bajista;12;38;9;7;41;52
25/04/2019;23:00;5401.58;5144.48;-4.998;tendencia_bajista;12;38;9;7;41;52
26/04/2019;0:00;5152.06;5162.74;0.207;sin_tendencia;12;38;9;7;41;52
26/04/2019;1:00;5158.35;5169.49;0.215;sin_tendencia;12;38;9;7;41;52
26/04/2019;2:00;5170.15;5195.57;0.489;sin_tendencia;12;38;9;7;41;52
26/04/2019;3:00;5195.31;5290.44;1.798;tendencia_alcista;12;38;9;7;41;52
26/04/2019;4:00;5292.76;5274.31;-0.35;sin_tendencia;12;38;9;7;41;52
26/04/2019;5:00;5274.38;5254.44;-0.379;sin_tendencia;12;38;9;7;41;52
26/04/2019;6:00;5254.14;5263.17;0.172;sin_tendencia;12;38;9;7;41;52
26/04/2019;7:00;5263.9;5243.67;-0.386;sin_tendencia;12;38;9;7;41;52
26/04/2019;8:00;5243.63;5236.13;-0.143;sin_tendencia;12;38;9;7;41;52
26/04/2019;9:00;5239.08;5257.31;0.347;sin_tendencia;12;38;9;7;41;52
26/04/2019;10:00;5257.3;5243.23;-0.268;sin_tendencia;12;38;9;7;41;52
26/04/2019;11:00;5243.5;5239.39;-0.078;sin_tendencia;12;38;9;7;41;52
26/04/2019;12:00;5239.94;5235.86;-0.078;sin_tendencia;12;38;9;7;41;52
26/04/2019;13:00;5236.32;5261.22;0.473;sin_tendencia;12;38;9;7;41;52
26/04/2019;14:00;5260.04;5246.43;-0.259;sin_tendencia;12;38;9;7;41;52
26/04/2019;15:00;5247.09;5251.13;0.077;sin_tendencia;12;38;9;7;41;52
26/04/2019;16:00;5250.61;5221.19;-0.563;tendencia_bajista;12;38;9;7;41;52
26/04/2019;17:00;5223.99;5195.11;-0.556;tendencia_bajista;12;38;9;7;41;52
26/04/2019;18:00;5195.56;5195.06;-0.01;sin_tendencia;12;38;9;7;41;52
26/04/2019;19:00;5194.24;5168.93;-0.49;sin_tendencia;12;38;9;7;41;52
26/04/2019;20:00;5168.61;5181.54;0.25;sin_tendencia;12;38;9;7;41;52
26/04/2019;21:00;5181.9;5194.27;0.238;sin_tendencia;12;38;9;7;41;52
26/04/2019;22:00;5192.97;5213.56;0.395;sin_tendencia;12;38;9;7;41;52
26/04/2019;23:00;5211.66;5238.87;0.519;tendencia_alcista;12;38;9;7;41;52
27/04/2019;0:00;5236.7;5238.0;0.025;sin_tendencia;12;38;9;7;41;52
27/04/2019;1:00;5237.81;5230.77;-0.135;sin_tendencia;12;38;9;7;41;52
27/04/2019;2:00;5230.58;5226.08;-0.086;sin_tendencia;12;38;9;7;41;52
27/04/2019;3:00;5225.58;5221.08;-0.086;sin_tendencia;12;38;9;7;41;52
27/04/2019;4:00;5221.5;5218.11;-0.065;sin_tendencia;12;38;9;7;41;52
27/04/2019;5:00;5217.31;5207.28;-0.193;sin_tendencia;12;38;9;7;41;52
27/04/2019;6:00;5204.48;5220.84;0.313;sin_tendencia;12;38;9;7;41;52
27/04/2019;7:00;5221.42;5235.3;0.265;sin_tendencia;12;38;9;7;41;52
27/04/2019;8:00;5232.36;5237.85;0.105;sin_tendencia;12;38;9;7;41;52
27/04/2019;9:00;5236.13;5225.66;-0.2;sin_tendencia;12;38;9;7;41;52
27/04/2019;10:00;5225.51;5210.89;-0.281;sin_tendencia;12;38;9;7;41;52
27/04/2019;11:00;5210.14;5220.49;0.198;sin_tendencia;12;38;9;7;41;52
27/04/2019;12:00;5217.53;5219.75;0.043;sin_tendencia;12;38;9;7;41;52
27/04/2019;13:00;5215.58;5208.43;-0.137;sin_tendencia;12;38;9;7;41;52
27/04/2019;14:00;5210.11;5216.12;0.115;sin_tendencia;12;38;9;7;41;52
27/04/2019;15:00;5216.12;5225.52;0.18;sin_tendencia;12;38;9;7;41;52
27/04/2019;16:00;5226.84;5216.08;-0.206;sin_tendencia;12;38;9;7;41;52
27/04/2019;17:00;5216.0;5228.32;0.236;sin_tendencia;12;38;9;7;41;52
27/04/2019;18:00;5226.02;5241.94;0.304;sin_tendencia;12;38;9;7;41;52
27/04/2019;19:00;5242.16;5237.08;-0.097;sin_tendencia;12;38;9;7;41;52
27/04/2019;20:00;5239.0;5269.6;0.581;tendencia_alcista;12;38;9;7;41;52
27/04/2019;21:00;5268.62;5266.87;-0.033;sin_tendencia;12;38;9;7;41;52
27/04/2019;22:00;5267.29;5267.94;0.012;sin_tendencia;12;38;9;7;41;52
27/04/2019;23:00;5265.03;5260.11;-0.094;sin_tendencia;12;38;9;7;41;52
28/04/2019;0:00;5262.91;5233.47;-0.563;tendencia_bajista;12;38;9;7;41;52
28/04/2019;1:00;5233.0;5254.07;0.401;sin_tendencia;12;38;9;7;41;52
28/04/2019;2:00;5253.81;5249.44;-0.083;sin_tendencia;12;38;9;7;41;52
28/04/2019;3:00;5249.44;5234.68;-0.282;sin_tendencia;12;38;9;7;41;52
28/04/2019;4:00;5236.52;5245.5;0.171;sin_tendencia;12;38;9;7;41;52
28/04/2019;5:00;5247.87;5246.64;-0.023;sin_tendencia;12;38;9;7;41;52
28/04/2019;6:00;5246.33;5248.57;0.043;sin_tendencia;12;38;9;7;41;52
28/04/2019;7:00;5248.44;5256.87;0.16;sin_tendencia;12;38;9;7;41;52
28/04/2019;8:00;5257.73;5268.94;0.213;sin_tendencia;12;38;9;7;41;52
28/04/2019;9:00;5268.31;5269.97;0.031;sin_tendencia;12;38;9;7;41;52
28/04/2019;10:00;5263.09;5258.39;-0.089;sin_tendencia;12;38;9;7;41;52
28/04/2019;11:00;5254.75;5288.47;0.638;tendencia_alcista;12;38;9;7;41;52
28/04/2019;12:00;5290.4;5309.85;0.366;sin_tendencia;12;38;9;7;41;52
28/04/2019;13:00;5311.98;5296.97;-0.283;sin_tendencia;12;38;9;7;41;52
28/04/2019;14:00;5298.17;5265.27;-0.625;tendencia_bajista;12;38;9;7;41;52
28/04/2019;15:00;5266.25;5272.03;0.11;sin_tendencia;12;38;9;7;41;52
28/04/2019;16:00;5274.93;5309.57;0.652;tendencia_alcista;12;38;9;7;41;52
28/04/2019;17:00;5310.35;5298.92;-0.216;sin_tendencia;12;38;9;7;41;52
28/04/2019;18:00;5299.85;5292.38;-0.141;sin_tendencia;12;38;9;7;41;52
28/04/2019;19:00;5292.04;5285.34;-0.127;sin_tendencia;12;38;9;7;41;52
28/04/2019;20:00;5284.88;5260.77;-0.458;sin_tendencia;12;38;9;7;41;52
28/04/2019;21:00;5260.91;5255.44;-0.104;sin_tendencia;12;38;9;7;41;52
28/04/2019;22:00;5254.66;5257.42;0.052;sin_tendencia;12;38;9;7;41;52
28/04/2019;23:00;5257.5;5271.54;0.266;sin_tendencia;12;38;9;7;41;52
29/04/2019;0:00;5272.21;5272.45;0.005;sin_tendencia;12;38;9;7;41;52
29/04/2019;1:00;5272.0;5282.46;0.198;sin_tendencia;12;38;9;7;41;52
29/04/2019;2:00;5282.68;5287.28;0.087;sin_tendencia;12;38;9;7;41;52
29/04/2019;3:00;5287.49;5291.3;0.072;sin_tendencia;12;38;9;7;41;52
29/04/2019;4:00;5292.52;5289.6;-0.055;sin_tendencia;12;38;9;7;41;52
29/04/2019;5:00;5292.03;5297.67;0.106;sin_tendencia;12;38;9;7;41;52
29/04/2019;6:00;5297.06;5292.12;-0.093;sin_tendencia;12;38;9;7;41;52
29/04/2019;7:00;5292.97;5293.31;0.006;sin_tendencia;12;38;9;7;41;52
29/04/2019;8:00;5290.79;5279.39;-0.216;sin_tendencia;12;38;9;7;41;52
29/04/2019;9:00;5279.96;5285.43;0.103;sin_tendencia;12;38;9;7;41;52
29/04/2019;10:00;5286.26;5272.44;-0.262;sin_tendencia;12;38;9;7;41;52
29/04/2019;11:00;5263.83;5243.97;-0.379;sin_tendencia;12;38;9;7;41;52
29/04/2019;12:00;5240.05;5245.27;0.1;sin_tendencia;12;38;9;7;41;52
29/04/2019;13:00;5243.61;5213.45;-0.579;tendencia_bajista;12;38;9;7;41;52
29/04/2019;14:00;5212.39;5212.08;-0.006;sin_tendencia;12;38;9;7;41;52
29/04/2019;15:00;5212.53;5228.89;0.313;sin_tendencia;12;38;9;7;41;52
29/04/2019;16:00;5223.29;5207.82;-0.297;sin_tendencia;12;38;9;7;41;52
29/04/2019;17:00;5206.74;5227.21;0.392;sin_tendencia;12;38;9;7;41;52
29/04/2019;18:00;5228.31;5223.04;-0.101;sin_tendencia;12;38;9;7;41;52
29/04/2019;19:00;5220.6;5227.87;0.139;sin_tendencia;12;38;9;7;41;52
29/04/2019;20:00;5228.4;5231.36;0.057;sin_tendencia;12;38;9;7;41;52
29/04/2019;21:00;5230.3;5214.79;-0.297;sin_tendencia;12;38;9;7;41;52
29/04/2019;22:00;5215.06;5212.19;-0.055;sin_tendencia;12;38;9;7;41;52
29/04/2019;23:00;5212.68;5206.08;-0.127;sin_tendencia;12;38;9;7;41;52
30/04/2019;0:00;5204.36;5237.68;0.636;tendencia_alcista;12;38;9;7;41;52
30/04/2019;1:00;5238.48;5239.34;0.016;sin_tendencia;12;38;9;7;41;52
30/04/2019;2:00;5240.05;5251.73;0.222;sin_tendencia;12;38;9;7;41;52
30/04/2019;3:00;5252.45;5252.69;0.005;sin_tendencia;12;38;9;7;41;52
30/04/2019;4:00;5254.52;5240.91;-0.26;sin_tendencia;12;38;9;7;41;52
30/04/2019;5:00;5242.37;5226.73;-0.299;sin_tendencia;12;38;9;7;41;52
30/04/2019;6:00;5227.01;5230.38;0.064;sin_tendencia;12;38;9;7;41;52
30/04/2019;7:00;5230.46;5238.04;0.145;sin_tendencia;12;38;9;7;41;52
30/04/2019;8:00;5238.02;5242.07;0.077;sin_tendencia;12;38;9;7;41;52
30/04/2019;9:00;5242.81;5253.85;0.21;sin_tendencia;12;38;9;7;41;52
30/04/2019;10:00;5251.0;5240.32;-0.204;sin_tendencia;12;38;9;7;41;52
30/04/2019;11:00;5241.88;5272.75;0.585;tendencia_alcista;12;38;9;7;41;52
30/04/2019;12:00;5273.72;5297.22;0.444;sin_tendencia;12;38;9;7;41;52
30/04/2019;13:00;5298.38;5299.78;0.026;sin_tendencia;12;38;9;7;41;52
30/04/2019;14:00;5298.03;5345.81;0.894;tendencia_alcista;12;38;9;7;41;52
30/04/2019;15:00;5345.41;5350.73;0.099;sin_tendencia;12;38;9;7;41;52
30/04/2019;16:00;5353.44;5355.29;0.035;sin_tendencia;12;38;9;7;41;52
30/04/2019;17:00;5355.05;5342.67;-0.232;sin_tendencia;12;38;9;7;41;52
30/04/2019;18:00;5343.09;5329.78;-0.25;sin_tendencia;12;38;9;7;41;52
30/04/2019;19:00;5330.37;5343.59;0.247;sin_tendencia;12;38;9;7;41;52
30/04/2019;20:00;5343.31;5332.73;-0.198;sin_tendencia;12;38;9;7;41;52
30/04/2019;21:00;5332.91;5331.71;-0.023;sin_tendencia;12;38;9;7;41;52
30/04/2019;22:00;5332.38;5348.09;0.294;sin_tendencia;12;38;9;7;41;52
30/04/2019;23:00;5348.11;5364.87;0.312;sin_tendencia;12;38;9;7;41;52
01/05/2019;0:00;5365.32;5351.46;-0.259;sin_tendencia;18;40;11;9;41;47
01/05/2019;1:00;5351.2;5375.04;0.444;sin_tendencia;18;40;11;9;41;47
01/05/2019;2:00;5374.95;5378.14;0.059;sin_tendencia;18;40;11;9;41;47
01/05/2019;3:00;5378.8;5393.28;0.268;sin_tendencia;18;40;11;9;41;47
01/05/2019;4:00;5392.63;5387.45;-0.096;sin_tendencia;18;40;11;9;41;47
01/05/2019;5:00;5387.45;5386.12;-0.025;sin_tendencia;18;40;11;9;41;47
01/05/2019;6:00;5386.98;5392.44;0.101;sin_tendencia;18;40;11;9;41;47
01/05/2019;7:00;5392.76;5393.9;0.021;sin_tendencia;18;40;11;9;41;47
01/05/2019;8:00;5394.17;5388.71;-0.101;sin_tendencia;18;40;11;9;41;47
01/05/2019;9:00;5389.12;5373.54;-0.29;sin_tendencia;18;40;11;9;41;47
01/05/2019;10:00;5371.76;5380.17;0.156;sin_tendencia;18;40;11;9;41;47
01/05/2019;11:00;5380.14;5381.84;0.032;sin_tendencia;18;40;11;9;41;47
01/05/2019;12:00;5382.95;5391.87;0.165;sin_tendencia;18;40;11;9;41;47
01/05/2019;13:00;5391.85;5382.1;-0.181;sin_tendencia;18;40;11;9;41;47
01/05/2019;14:00;5371.76;5364.13;-0.142;sin_tendencia;18;40;11;9;41;47
01/05/2019;15:00;5366.49;5361.64;-0.09;sin_tendencia;18;40;11;9;41;47
01/05/2019;16:00;5361.75;5367.96;0.116;sin_tendencia;18;40;11;9;41;47
01/05/2019;17:00;5367.59;5365.95;-0.031;sin_tendencia;18;40;11;9;41;47
01/05/2019;18:00;5367.45;5413.27;0.846;tendencia_alcista;18;40;11;9;41;47
01/05/2019;19:00;5414.64;5376.15;-0.716;tendencia_bajista;18;40;11;9;41;47
01/05/2019;20:00;5377.47;5371.87;-0.104;sin_tendencia;18;40;11;9;41;47
01/05/2019;21:00;5371.5;5376.87;0.1;sin_tendencia;18;40;11;9;41;47
01/05/2019;22:00;5378.32;5371.05;-0.135;sin_tendencia;18;40;11;9;41;47
01/05/2019;23:00;5371.33;5372.13;0.015;sin_tendencia;18;40;11;9;41;47
02/05/2019;0:00;5372.64;5388.98;0.303;sin_tendencia;18;40;11;9;41;47
02/05/2019;1:00;5388.98;5392.76;0.07;sin_tendencia;18;40;11;9;41;47
02/05/2019;2:00;5398.55;5391.52;-0.13;sin_tendencia;18;40;11;9;41;47
02/05/2019;3:00;5390.52;5404.49;0.258;sin_tendencia;18;40;11;9;41;47
02/05/2019;4:00;5403.15;5416.42;0.245;sin_tendencia;18;40;11;9;41;47
02/05/2019;5:00;5415.96;5406.7;-0.171;sin_tendencia;18;40;11;9;41;47
02/05/2019;6:00;5405.94;5409.56;0.067;sin_tendencia;18;40;11;9;41;47
02/05/2019;7:00;5408.68;5407.72;-0.018;sin_tendencia;18;40;11;9;41;47
02/05/2019;8:00;5406.86;5436.5;0.545;tendencia_alcista;18;40;11;9;41;47
02/05/2019;9:00;5436.32;5469.92;0.614;tendencia_alcista;18;40;11;9;41;47
02/05/2019;10:00;5470.93;5456.43;-0.266;sin_tendencia;18;40;11;9;41;47
02/05/2019;11:00;5457.77;5463.0;0.096;sin_tendencia;18;40;11;9;41;47
02/05/2019;12:00;5463.21;5468.95;0.105;sin_tendencia;18;40;11;9;41;47
02/05/2019;13:00;5468.47;5487.4;0.345;sin_tendencia;18;40;11;9;41;47
02/05/2019;14:00;5489.47;5487.03;-0.044;sin_tendencia;18;40;11;9;41;47
02/05/2019;15:00;5489.5;5494.21;0.086;sin_tendencia;18;40;11;9;41;47
02/05/2019;16:00;5496.37;5518.56;0.402;sin_tendencia;18;40;11;9;41;47
02/05/2019;17:00;5518.52;5483.11;-0.646;tendencia_bajista;18;40;11;9;41;47
02/05/2019;18:00;5484.88;5499.38;0.264;sin_tendencia;18;40;11;9;41;47
02/05/2019;19:00;5503.92;5496.54;-0.134;sin_tendencia;18;40;11;9;41;47
02/05/2019;20:00;5500.66;5509.0;0.151;sin_tendencia;18;40;11;9;41;47
02/05/2019;21:00;5510.06;5515.15;0.092;sin_tendencia;18;40;11;9;41;47
02/05/2019;22:00;5517.73;5506.9;-0.197;sin_tendencia;18;40;11;9;41;47
02/05/2019;23:00;5509.55;5508.53;-0.019;sin_tendencia;18;40;11;9;41;47
03/05/2019;0:00;5508.27;5500.71;-0.137;sin_tendencia;18;40;11;9;41;47
03/05/2019;1:00;5504.82;5544.07;0.708;tendencia_alcista;18;40;11;9;41;47
03/05/2019;2:00;5539.77;5553.61;0.249;sin_tendencia;18;40;11;9;41;47
03/05/2019;3:00;5552.35;5591.0;0.691;tendencia_alcista;18;40;11;9;41;47
03/05/2019;4:00;5586.78;5587.58;0.014;sin_tendencia;18;40;11;9;41;47
03/05/2019;5:00;5587.6;5601.43;0.247;sin_tendencia;18;40;11;9;41;47
03/05/2019;6:00;5601.76;5601.22;-0.01;sin_tendencia;18;40;11;9;41;47
03/05/2019;7:00;5601.51;5621.58;0.357;sin_tendencia;18;40;11;9;41;47
03/05/2019;8:00;5623.05;5682.73;1.05;tendencia_alcista;18;40;11;9;41;47
03/05/2019;9:00;5684.39;5774.07;1.553;tendencia_alcista;18;40;11;9;41;47
03/05/2019;10:00;5776.36;5875.98;1.695;tendencia_alcista;18;40;11;9;41;47
03/05/2019;11:00;5878.0;5774.4;-1.794;tendencia_bajista;18;40;11;9;41;47
03/05/2019;12:00;5775.73;5786.69;0.189;sin_tendencia;18;40;11;9;41;47
03/05/2019;13:00;5786.7;5801.89;0.262;sin_tendencia;18;40;11;9;41;47
03/05/2019;14:00;5800.85;5832.6;0.544;tendencia_alcista;18;40;11;9;41;47
03/05/2019;15:00;5832.67;5816.6;-0.276;sin_tendencia;18;40;11;9;41;47
03/05/2019;16:00;5818.9;5806.83;-0.208;sin_tendencia;18;40;11;9;41;47
03/05/2019;17:00;5806.64;5786.65;-0.345;sin_tendencia;18;40;11;9;41;47
03/05/2019;18:00;5786.7;5760.0;-0.464;sin_tendencia;18;40;11;9;41;47
03/05/2019;19:00;5761.0;5786.28;0.437;sin_tendencia;18;40;11;9;41;47
03/05/2019;20:00;5785.9;5772.71;-0.228;sin_tendencia;18;40;11;9;41;47
03/05/2019;21:00;5773.89;5787.53;0.236;sin_tendencia;18;40;11;9;41;47
03/05/2019;22:00;5788.18;5792.35;0.072;sin_tendencia;18;40;11;9;41;47
03/05/2019;23:00;5792.43;5768.36;-0.417;sin_tendencia;18;40;11;9;41;47
04/05/2019;0:00;5769.2;5749.92;-0.335;sin_tendencia;18;40;11;9;41;47
04/05/2019;1:00;5750.79;5825.36;1.28;tendencia_alcista;18;40;11;9;41;47
04/05/2019;2:00;5823.35;5878.5;0.938;tendencia_alcista;18;40;11;9;41;47
04/05/2019;3:00;5872.9;5844.48;-0.486;sin_tendencia;18;40;11;9;41;47
04/05/2019;4:00;5845.39;5820.7;-0.424;sin_tendencia;18;40;11;9;41;47
04/05/2019;5:00;5823.91;5786.13;-0.653;tendencia_bajista;18;40;11;9;41;47
04/05/2019;6:00;5785.56;5783.53;-0.035;sin_tendencia;18;40;11;9;41;47
04/05/2019;7:00;5782.33;5806.72;0.42;sin_tendencia;18;40;11;9;41;47
04/05/2019;8:00;5805.58;5823.98;0.316;sin_tendencia;18;40;11;9;41;47
04/05/2019;9:00;5822.91;5807.84;-0.259;sin_tendencia;18;40;11;9;41;47
04/05/2019;10:00;5802.41;5789.34;-0.226;sin_tendencia;18;40;11;9;41;47
04/05/2019;11:00;5789.12;5790.12;0.017;sin_tendencia;18;40;11;9;41;47
04/05/2019;12:00;5791.15;5802.03;0.188;sin_tendencia;18;40;11;9;41;47
04/05/2019;13:00;5802.2;5773.52;-0.497;sin_tendencia;18;40;11;9;41;47
04/05/2019;14:00;5775.17;5643.44;-2.334;tendencia_bajista;18;40;11;9;41;47
04/05/2019;15:00;5640.46;5649.68;0.163;sin_tendencia;18;40;11;9;41;47
